rxn,rxnNames,subSystem
EX_hspg[e],"Exchange of Heparan Sulfate Proteoglycan ","Exchange/demand reaction"
EX_htaxol[e],"Exchange of Hydroxylated Taxol ","Exchange/demand reaction"
EX_i[e],"Exchange of Iodide ","Exchange/demand reaction"
EX_idp[e],"Exchange of IDP ","Exchange/demand reaction"
EX_imp[e],"Exchange of IMP ","Exchange/demand reaction"
EX_inost[e],"Exchange of Myo-Inositol ","Exchange/demand reaction"
EX_ksi[e],"Exchange of Keratan Sulfate I ","Exchange/demand reaction"
EX_ksi_deg1[e],"Exchange of Keratan Sulfate I, Degradation Product 1 ","Exchange/demand reaction"
EX_ksii_core2[e],"Exchange of Keratan Sulfate Ii (Core 2-Linked) ","Exchange/demand reaction"
EX_ksii_core4[e],"Exchange of Keratan Sulfate Ii (Core 4-Linked) ","Exchange/demand reaction"
EX_lac_D[e],"Exchange of D-Lactate ","Exchange/demand reaction"
EX_Lcystin[e],"Exchange of L-Cystine ","Exchange/demand reaction"
EX_leuktrA4[e],"Exchange of Leukotriene A4 ","Exchange/demand reaction"
EX_leuktrB4[e],"Exchange of Leukotriene B4 ","Exchange/demand reaction"
EX_leuktrC4[e],"Exchange of Leukotriene C4 ","Exchange/demand reaction"
EX_leuktrD4[e],"Exchange of Leukotriene D4 ","Exchange/demand reaction"
EX_leuktrE4[e],"Exchange of Leukotriene E4 ","Exchange/demand reaction"
EX_leuktrF4[e],"Exchange of Leukotriene F4 ","Exchange/demand reaction"
EX_lgnc[e],"Exchange of Lignoceric Acid ","Exchange/demand reaction"
EX_limnen[e],"Exchange of Limonene ","Exchange/demand reaction"
EX_lipoate[e],"Exchange of Lipoate ","Exchange/demand reaction"
EX_lneldc[e],"Exchange of Linoelaidic Acid ","Exchange/demand reaction"
EX_lnlc[e],"Exchange of Linoleic Acid (All Cis C18:2) ","Exchange/demand reaction"
EX_lnlnca[e],"Exchange of Alpha-Linolenic Acid ","Exchange/demand reaction"
EX_lnlncg[e],"Exchange of Gamma-Linolenic Acid ","Exchange/demand reaction"
EX_lpchol_hs[e],"Exchange of Lysophosphatidylcholine","Exchange/demand reaction"
EX_mag_hs[e],"Exchange of Monoacylglycerol 2 (Homo Sapiens) ","Exchange/demand reaction"
EX_meoh[e],"Exchange of Methanol ","Exchange/demand reaction"
EX_mercplaccys[e],"Exchange of 3-Mercaptolactate-Cysteine Disulfide ","Exchange/demand reaction"
EX_mthgxl[e],"Exchange of Methylglyoxal ","Exchange/demand reaction"
EX_n2m2nmasn[e],"Exchange of N-Acetyl-Beta-D-Glucosaminyl-1, 2-Alpha-D-Mannosyl-1, 3- (N-Acetyl-Beta-D-Glucosaminyl-1, 2-Alpha-D-Mannosyl-1, 6)- (N-Acetyl-Beta-D-Glucosaminyl-1, 4)-Beta-D-Mannosyl-1, 4-N-Acetyl-Beta-D-Glucosaminyl-R ","Exchange/demand reaction"
EX_nad[e],"Exchange of Nicotinamide Adenine Dinucleotide ","Exchange/demand reaction"
EX_nadp[e],"Exchange of Nicotinamide Adenine Dinucleotide Phosphate ","Exchange/demand reaction"
EX_ncam[e],"Exchange of Nicotinamide ","Exchange/demand reaction"
EX_nifedipine[e],"Exchange of Nifedipine ","Exchange/demand reaction"
EX_no[e],"Exchange of Nitric Oxide","Exchange/demand reaction"
EX_npthl[e],"Exchange of Naphthalene ","Exchange/demand reaction"
EX_nrpphr[e],"Exchange of Norepinephrine ","Exchange/demand reaction"
EX_nrpphrsf[e],"Exchange of Sulfate Derivative of Norepinephrine ","Exchange/demand reaction"
EX_nrvnc[e],"Exchange of Nervonic Acid ","Exchange/demand reaction"
EX_o2s[e],"Exchange of Superoxide Anion ","Exchange/demand reaction"
EX_oagd3_hs[e],"Exchange of 9-O-Acetylated Gd3 (Homo Sapiens) ","Exchange/demand reaction"
EX_oagt3_hs[e],"Exchange of 9-O-Acetylated Gt3 (Homo Sapiens) ","Exchange/demand reaction"
EX_ocdca[e],"Exchange of Octadecanoate (N-C18:0)","Exchange/demand reaction"
EX_ocdcea[e],"Exchange of Octadecenoate (N-C18:1) ","Exchange/demand reaction"
EX_octa[e],"Exchange of Octanoate (N-C8:0)","Exchange/demand reaction"
EX_omeprazole[e],"Exchange of Omeprazole ","Exchange/demand reaction"
EX_onpthl[e],"Exchange of Naphthalene Epoxide ","Exchange/demand reaction"
EX_oxa[e],"Exchange of Oxalate ","Exchange/demand reaction"
EX_paf_hs[e],"Exchange of 1-Alkyl 2-Acteylglycerol 3-Phosphocholine (Homo Sapiens) ","Exchange/demand reaction"
EX_pchol_hs[e],"Exchange of Phosphatidylcholine (Homo Sapiens) ","Exchange/demand reaction"
EX_pe_hs[e],"Exchange of Phosphatidylethanolamine","Exchange/demand reaction"
EX_peplys[e],"Exchange of Peptidyl-L-Lysine ","Exchange/demand reaction"
EX_perillyl[e],"Exchange of Perillyl Alcohol ","Exchange/demand reaction"
EX_pglyc_hs[e],"Exchange of Phosphatidylglycerol (Homo Sapiens) ","Exchange/demand reaction"
EX_pheacgln[e],"Exchange of Alpha-N-Phenylacetyl-L-Glutamine ","Exchange/demand reaction"
EX_phyQ[e],"Exchange of Phylloquinone ","Exchange/demand reaction"
EX_phyt[e],"Exchange of Phytanic Acid ","Exchange/demand reaction"
EX_prgstrn[e],"Exchange of Progesterone ","Exchange/demand reaction"
EX_prostgd2[e],"Exchange of Prostaglandin D2 ","Exchange/demand reaction"
EX_prostge1[e],"Exchange of Prostaglandin E1 ","Exchange/demand reaction"
EX_prostge2[e],"Exchange of Prostaglandin E2 ","Exchange/demand reaction"
EX_prostgf2[e],"Exchange of Prostaglandin F2Alpha ","Exchange/demand reaction"
EX_ps_hs[e],"Exchange of Phosphatidylserine (Homo Sapiens) ","Exchange/demand reaction"
EX_ptdca[e],"Exchange of Pentadecanoate ","Exchange/demand reaction"
EX_rbt[e],"Exchange of Ribitol ","Exchange/demand reaction"
EX_retfa[e],"Exchange of Fatty Acid Retinol ","Exchange/demand reaction"
EX_retinol[e],"Exchange of Retinol ","Exchange/demand reaction"
EX_retinol_9_cis[e],"Exchange of 9-Cis-Retinol ","Exchange/demand reaction"
EX_retinol_cis_11[e],"Exchange of Cis-11-Retinol ","Exchange/demand reaction"
EX_retn[e],"Exchange of Retinoate ","Exchange/demand reaction"
EX_retnglc[e],"Exchange of Retinoyl Glucuronide ","Exchange/demand reaction"
EX_Rtotal[e],"Exchange of R Total ","Exchange/demand reaction"
EX_Rtotal2[e],"Exchange of R Total 2 Position ","Exchange/demand reaction"
EX_Rtotal3[e],"Exchange of R Total 3 Position ","Exchange/demand reaction"
EX_s2l2fn2m2masn[e],"Exchange of Pa6 ","Exchange/demand reaction"
EX_s2l2n2m2masn[e],"Exchange of De-Fuc Form of Pa6 ","Exchange/demand reaction"
EX_sarcs[e],"Exchange of Sarcosine ","Exchange/demand reaction"
EX_sl_L[e],"Exchange of L-Sulfolactate ","Exchange/demand reaction"
EX_spc_hs[e],"Exchange of Sphingosylphosphorylcholine (Homo Sapiens) ","Exchange/demand reaction"
EX_sph1p[e],"Exchange of Sphinganine 1-Phosphate ","Exchange/demand reaction"
EX_sphs1p[e],"Exchange of Sphingosine 1-Phosphate ","Exchange/demand reaction"
EX_srtn[e],"Exchange of Serotonin ","Exchange/demand reaction"
EX_strch1[e],"Exchange of Starch, Structure 1 (1, 6-{7[1, 4-Glc], 4[1, 4-Glc]}) ","Exchange/demand reaction"
EX_strch2[e],"Exchange of Starch, Structure 2 (1, 6-{2[1, 4-Glc], [1, 4-Glc]})","Exchange/demand reaction"
EX_strdnc[e],"Exchange of Stearidonic Acid ","Exchange/demand reaction"
EX_tag_hs[e],"Exchange of Triacylglycerol (Homo Sapiens) ","Exchange/demand reaction"
EX_tagat_D[e],"Exchange of D-Tagatose ","Exchange/demand reaction"
EX_taxol[e],"Exchange of Paclitaxel ","Exchange/demand reaction"
EX_tchola[e],"Exchange of Taurocholic Acid ","Exchange/demand reaction"
EX_tcynt[e],"Exchange of Thiocyanate ","Exchange/demand reaction"
EX_tdchola[e],"Exchange of Taurochenodeoxycholate ","Exchange/demand reaction"
EX_tethex3[e],"Exchange of Tetracosahexaenoic Acid, N-3 ","Exchange/demand reaction"
EX_tetpent3[e],"Exchange of Tetracosapentaenoic Acid, N-3 ","Exchange/demand reaction"
EX_tetpent6[e],"Exchange of Tetracosapentaenoic Acid, N-6 ","Exchange/demand reaction"
EX_tettet6[e],"Exchange of Tetracosatetraenoic Acid N-6 ","Exchange/demand reaction"
EX_thf[e],"Exchange of 5, 6, 7, 8-Tetrahydrofolate ","Exchange/demand reaction"
EX_thmmp[e],"Exchange of Thiamin Monophosphate ","Exchange/demand reaction"
EX_thmtp[e],"Exchange of Thiamin Triphosphate ","Exchange/demand reaction"
EX_thym[e],"Exchange of Thymine ","Exchange/demand reaction"
EX_thyox_L[e],"Exchange of L-Thyroxine ","Exchange/demand reaction"
EX_tmndnc[e],"Exchange of Timnodonic Acid ","Exchange/demand reaction"
EX_tolbutamide[e],"Exchange of Tolbutamide ","Exchange/demand reaction"
EX_triodthy[e],"Exchange of Triiodothyronine ","Exchange/demand reaction"
EX_triodthysuf[e],"Exchange of Triiodothyronine Sulfate ","Exchange/demand reaction"
EX_tststerone[e],"Exchange of Testosterone ","Exchange/demand reaction"
EX_tststeroneglc[e],"Exchange of Testosterone Glucuronide ","Exchange/demand reaction"
EX_tststerones[e],"Exchange of Testosterone Sulfate ","Exchange/demand reaction"
EX_tsul[e],"Exchange of Thiosulfate ","Exchange/demand reaction"
EX_ttdca[e],"Exchange of Tetradecanoate (N-C14:0)","Exchange/demand reaction"
EX_txa2[e],"Exchange of Thromboxane A2 ","Exchange/demand reaction"
EX_tymsf[e],"Exchange of Tyramine O-Sulfate ","Exchange/demand reaction"
EX_Tyr_ggn[e],"Exchange of Tyr-194 of Apo-Glycogenin Protein (Primer for Glycogen Synthesis) ","Exchange/demand reaction"
EX_udp[e],"Exchange of UDP ","Exchange/demand reaction"
EX_ump[e],"Exchange of UMP ","Exchange/demand reaction"
EX_urate[e],"Exchange of Urate ","Exchange/demand reaction"
EX_utp[e],"Exchange of UTP ","Exchange/demand reaction"
EX_vacc[e],"Exchange of Vaccenic Acid ","Exchange/demand reaction"
EX_vitd3[e],"Exchange of Calctriol","Exchange/demand reaction"
EX_whddca[e],"Exchange of Omega Hydroxy Dodecanoate (N-C12:0) ","Exchange/demand reaction"
EX_whhdca[e],"Exchange of Omega Hydroxy Hexadecanoate (N-C16:0) ","Exchange/demand reaction"
EX_whtststerone[e],"Exchange of W Hydroxy Testosterone ","Exchange/demand reaction"
EX_whttdca[e],"Exchange of Omega Hydroxy Tetradecanoate (N-C14:0) ","Exchange/demand reaction"
EX_xolest_hs[e],"Exchange of Cholesterol Ester ","Exchange/demand reaction"
EX_xolest2_hs[e],"Exchange of Cholesterol Ester (from FullR2) ","Exchange/demand reaction"
EX_xoltri24[e],"Exchange of 7-Alpha, 24(S)-Dihydroxycholesterol ","Exchange/demand reaction"
EX_xoltri25[e],"Exchange of 7-Alpha, 25-Dihydroxycholesterol ","Exchange/demand reaction"
EX_xoltri27[e],"Exchange of 7-Alpha, 27-Dihydroxycholesterol ","Exchange/demand reaction"
EX_xylt[e],"Exchange of Xylitol","Exchange/demand reaction"
EX_yvite[e],"Exchange of Gamma-Tocopherol","Exchange/demand reaction"
F1Atg,"Transport of F1Alpha  (from Golgi to Lysosome)","Transport, golgi apparatus"
F1PGT,"Fucose-1-Phosphate Guanylyltransferase","Fructose and mannose metabolism"
FACOAL140i,"Fatty-Acid- Coenzyme A Ligase (Tetradecanoate)","Fatty acid oxidation"
FACOAL150,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL160i,"C160 Fatty Acid Activation","Fatty acid oxidation"
FACOAL170,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL180i,"C180 Fatty Acid Activation","Fatty acid oxidation"
FACOAL1812,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL1813,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL181i,"C181 Fatty Acid Activation","Fatty acid oxidation"
FACOAL1821,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL1822,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL1831,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL1832,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL184,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL191,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL200,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL203,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL204,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL2042,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL205,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL206,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL224,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL2251,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL2252,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL226,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL240,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL241,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL244_1,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL245_1,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL245_2,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL246_1,"Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation"
FACOAL260,"Fatty-Acid- Coenzyme A Ligase (N-C26:0)","Fatty acid oxidation"
FACOAL40im,"Fatty-Acid- Coenzyme A Ligase (Butanoate), Mitochondrial","Fatty acid oxidation"
FACOAL80i,"Fatty-Acid- Coenzyme A Ligase (Octanoate)","Fatty acid oxidation"
FADDP,"FAD Diphosphatase","Vitamin B2 metabolism"
FADH2tru,"Transport of FADH2, Endoplasmic Reticulum","Transport, endoplasmic reticular"
FADH2tx,"Transport of FADH2, Peroxisomal","Transport, peroxisomal"
FADtru,"Transport of FAD, Endoplasmic Reticulum","Transport, endoplasmic reticular"
FADtx,"Transport of FAD, Peroxisomal","Transport, peroxisomal"
FAEL183,"Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA)","Fatty acid synthesis"
FAEL184,"Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA)","Fatty acid synthesis"
FAEL204,"Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA)","Fatty acid synthesis"
FAEL205,"Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA)","Fatty acid synthesis"
FAH1,"Fatty Acid Omega-Hydroxylase","Cytochrome metabolism"
FAH2,"Fatty Acid Omega-Hydroxylase","Cytochrome metabolism"
FAH3,"Fatty Acid Omega-Hydroxylase","Cytochrome metabolism"
FALDH,"Formaldehyde Dehydrogenase","Tyrosine metabolism"
FALDtly,"Formaldehyde Transport via Diffusion, Lysosomal","Transport, lysosomal"
FALDtm,"Formaldehyde Transport via Diffusion, Mitochondrial","Transport, mitochondrial"
FAOXC11,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC140,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC150m,"Beta Oxidation of Long Chain Fatty Acid (Odd Chain)","Fatty acid oxidation"
FAOXC160,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC16080m,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC16080x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC161802m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC16180m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC170m,"Beta Oxidation of Long Chain Fatty Acid (Odd Chain)","Fatty acid oxidation"
FAOXC180,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC180x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC1811601m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC1811602m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC1811603m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC182806m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC18280m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC183803m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC183806m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC183806x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC18480m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC18480x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC200180m,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC200180x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2031836m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC204,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC204184m,"Beta Oxidation Fatty Acid","Fatty acid oxidation"
FAOXC2051843m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC2051843x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2242046m,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2242046x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2251836m,"Beta Oxidation of Fatty Acid","Fatty acid oxidation"
FAOXC2251836x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2252053m,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2252053x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC226,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC226205m,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC226205x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC240200x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC241181x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2442246x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2452253x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC2452256x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC246226x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC260240x,"Beta Oxidation of Long Chain Fatty Acid","Fatty acid oxidation"
FAOXC80,"Beta Oxidation of Med/Long Chain Fatty Acid","Fatty acid oxidation"
FAS100COA,"Fatty Acyl Coenzyme A Synthase (N-C10:0CoA)","Fatty acid synthesis"
FAS120COA,"Fatty-Acyl Coenzyme A Synthase (N-C12:0CoA)","Fatty acid synthesis"
FAS140COA,"Fatty-Acyl Coenzyme A Synthase (N-C14:0CoA)","Fatty acid synthesis"
FAS160COA,"Fatty-Acyl Coenzyme A Synthase (N-C16:0CoA)","Fatty acid synthesis"
FAS180COA,"Fatty-Acyl Coenzyme A Synthase (N-C18:0CoA)","Fatty acid synthesis"
FAS80COA_L,"Fatty Acyl Coenzyme A Synthase (N-C8:0CoA), Lumped Reaction","Fatty acid synthesis"
FATP1t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP2t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP3t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP4t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP5t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP6t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP7t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP8t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FATP9t,"Fatty Acid Electroneutral Transport","Transport, extracellular"
FBA4,"D-Fructose 1-Phosphate D-Glyceraldehyde-3-Phosphate-Lyase","Glyoxylate and dicarboxylate metabolism"
FBA5,"D-Tagatose 1-Phosphate D-Glyceraldehyde-3-Phosphate-Lyase","Galactose metabolism"
FBP26,"Fructose-2, 6-Bisphosphate 2-Phosphatase","Fructose and mannose metabolism"
FCLTm,"Ferrochelatase, Mitochondrial","Heme synthesis"
FCOAH,"Formyl Coenzyme A Hydrolase","Fatty acid oxidation"
FDH,"Formate Dehydrogenase","Fatty acid oxidation"
FE2t,"Transport of Iron (Fe2+) ","Transport, extracellular"
FE2tm,"Transport of Iron (Fe2+), Mitochondrial","Transport, mitochondrial"
FE3R2e,"Fe3+ Reduction (Ascorbate)","Heme synthesis"
FK,"Fucokinase","Fructose and mannose metabolism"
FKYNH,"N-Formyl-L-Kynurenine Amidohydrolase","Tryptophan metabolism"
FOLR2,"Folate Reductase","Folate metabolism"
FOLt2,"Folate Transport via Anion Antiport","Transport, extracellular"
FORMCOAtx,"Formyl Coenzyme A Transport","Transport, peroxisomal"
FORt2m,"Transport of Formate, Mitochondrial","Transport, mitochondrial"
FORtr,"Transport of Formate, Endoplasmatic Reticulum","Transport, endoplasmic reticular"
FPGS2,"Folylpolyglutamate Synthetase","Folate metabolism"
FPGS2m,"Folylpolyglutamate Synthetase, Mitochondrial","Folate metabolism"
FPGS3,"Folylpolyglutamate Synthetase","Folate metabolism"
FPGS3m,"Folylpolyglutamate Synthetase, Mitochondrial","Folate metabolism"
FPGS4,"Folylpolyglutamate Synthetase (Dhf)","Folate metabolism"
FPGS4m,"Folylpolyglutamate Synthetase (Dhf), Mitochondrial","Folate metabolism"
FPGS5,"Folylpolyglutamate Synthetase (Dhf)","Folate metabolism"
FPGS5m,"Folylpolyglutamate Synthetase (Dhf), Mitochondrial","Folate metabolism"
FPGS6,"Folylpolyglutamate Synthetase (Dhf)","Folate metabolism"
FPGS6m,"Folylpolyglutamate Synthetase (Dhf), Mitochondrial","Folate metabolism"
FPGS7m,"Folylpolyglutamate Synthetase (10Fthf), Mitochondrial","Folate metabolism"
FPGS8,"Folylpolyglutamate Synthetase (10Fthf)","Folate metabolism"
FPGS8m,"Folylpolyglutamate Synthetase (10Fthf), Mitochondrial","Folate metabolism"
FPGS9,"Folylpolyglutamate Synthetase (10Fthf)","Folate metabolism"
FPGS9m,"Folylpolyglutamate Synthetase (10Fthf), Mitochondrial","Folate metabolism"
FPGSm,"Folylpolyglutamate Synthetase, Mitochondrial","Folate metabolism"
FRDPtc,"Lipid, Flip-Flop Intracellular Transport","Transport, peroxisomal"
FRDPtr,"Lipid, Flip-Flop Intracellular Transport","Transport, peroxisomal"
FRUt1r,"Transport of D-Fructose via Uniport","Transport, extracellular"
FTHFDH,"Formyltetrahydrofolate Dehydrogenase","Folate metabolism"
FTHFLm,"Formate-Tetrahydrofolate Ligase, Mitochondrial","Folate metabolism"
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,"Blood Group Intracellular Transport","Transport, extracellular"
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"Blood Group Intracellular Transport","Transport, golgi apparatus"
FUC14GALACGLCGALGLUSIDEte,"Blood Group Intracellular Transport","Transport, extracellular"
