Var1,Var2
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Androgen and estrogen synthesis and metabolism,"Quinine 3-Monooxygenase"
Androgen and estrogen synthesis and metabolism,"Catechol O-Methyltransferase"
Androgen and estrogen synthesis and metabolism,"Quinine 3-Monooxygenase"
Miscellaneous,"Thiosulfate Sulfurtransferase"
Tetrahydrobiopterin metabolism,"4A-Hydroxytetrahydrobiopterin Dehydratase"
Tetrahydrobiopterin metabolism,"4A-Hydroxytetrahydrobiopterin Dehydratase"
Tryptophan metabolism,"Alcohol Dehydrogenase"
Bile acid synthesis,"Steroid Delta-Isomerase"
Bile acid synthesis,"Steroid Delta-Isomerase"
Bile acid synthesis,"RE1803C"
Bile acid synthesis,"RE1804C"
Bile acid synthesis,"RE1804M"
Bile acid synthesis,"RE1807C"
Bile acid synthesis,"RE1807M"
Bile acid synthesis,"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)"
Bile acid synthesis,"RE1826C"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Bile acid synthesis,"Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase"
Bile acid synthesis,"Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Miscellaneous,"2',3'-Cyclic-Nucleotide 3'-Phosphodiesterase"
Urea cycle,"Deoxyhypusine Synthase"
Urea cycle,"Deoxyhypusine Synthase"
Vitamin A metabolism,"Retinal Dehydrogenase"
Vitamin A metabolism,"Retinal Dehydrogenase"
Tyrosine metabolism,"RE1915C"
Tyrosine metabolism,"Glutathione Transferase"
Tyrosine metabolism,"RE1918C"
Tyrosine metabolism,"RE1919C"
Tyrosine metabolism,"Aromatic-L-Amino-Acid Decarboxylase"
Tyrosine metabolism,"Catechol O-Methyltransferase"
Tyrosine metabolism,"RE1925C"
Methionine and cysteine metabolism,"Arylesterase"
Phosphatidylinositol phosphate metabolism,"1-Phosphatidylinositol-4-Phosphate 5-Kinase"
Eicosanoid metabolism,"RE1978C"
Methionine and cysteine metabolism,"Amino-Acid N-Acetyltransferase"
Urea cycle,"Alanine Transaminase"
Eicosanoid metabolism,"RE2069C"
Eicosanoid metabolism,"RE2078M"
Eicosanoid metabolism,"RE2079R"
Eicosanoid metabolism,"RE2080C"
"Glycine, serine, alanine, and threonine metabolism","Glycine N-Acyltransferase"
Bile acid synthesis,"RE2112C"
Bile acid synthesis,"RE2112R"
Tyrosine metabolism,"Catechol O-Methyltransferase"
Miscellaneous,"Catechol O-Methyltransferase"
Tyrosine metabolism,"RE2130C"
Vitamin A metabolism,"Glucuronosyltransferase"
Miscellaneous,"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)"
Miscellaneous,"Steroid 21-Monooxygenase"
Methionine and cysteine metabolism,"Amino-Acid N-Acetyltransferase"
Androgen and estrogen synthesis and metabolism,"Unspecific Monooxygenase"
Androgen and estrogen synthesis and metabolism,"Unspecific Monooxygenase"
Vitamin D metabolism,"RE2240C"
Miscellaneous,"Chymase"
Miscellaneous,"Carboxypeptidase A"
Miscellaneous,"Carboxypeptidase A"
Tyrosine metabolism,"Glutathione Transferase"
Miscellaneous,"Tryptase"
Vitamin E metabolism,"RE2327C"
Linoleate metabolism,"RE2346C"
Tryptophan metabolism,"Kynurenine-Oxoglutarate Transaminase"
Androgen and estrogen synthesis and metabolism,"Catechol O-Methyltransferase"
Miscellaneous,"Glucuronosyltransferase"
Miscellaneous,"Glucuronosyltransferase"
Cholesterol metabolism,"RE2407C"
Cholesterol metabolism,"7-Dehydrocholesterol Reductase"
Tryptophan metabolism,"RE2426C"
"Glycine, serine, alanine, and threonine metabolism","Glycine N-Acyltransferase"
"Glycine, serine, alanine, and threonine metabolism","Glycine N-Acyltransferase"
"Glycine, serine, alanine, and threonine metabolism","Glycine N-Acyltransferase"
Tryptophan metabolism,"RE2439C"
Miscellaneous,"Peptidyl-Dipeptidase A"
Miscellaneous,"Peroxidase"
Miscellaneous,"NADPH:Quinone Reductase"
Miscellaneous,"Beta-Glucuronidase"
Miscellaneous,"Beta-Glucuronidase"
Tryptophan metabolism,"Catechol O-Methyltransferase"
Arachidonic acid metabolism,"RE2563C"
Purine catabolism,"RE2605C"
Fatty acid oxidation,"Alpha-Methylacyl Coenzyme A Racemase"
Fatty acid oxidation,"Alpha-Methylacyl Coenzyme A Racemase"
Bile acid synthesis,"RE2625C"
Bile acid synthesis,"RE2625M"
Bile acid synthesis,"RE2626C"
Bile acid synthesis,"RE2626M"
Bile acid synthesis,"Cholate- Coenzyme A Ligase"
Bile acid synthesis,"Cholate- Coenzyme A Ligase"
Bile acid synthesis,"RE2636C"
Bile acid synthesis,"RE2636R"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid-CoA:Amino Acid N-Acyltransferase"
Methionine and cysteine metabolism,"N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase"
Urea cycle,"Aspartoacylase"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Bile acid synthesis,"Palmitoyl Coenzyme A Hydrolase"
Vitamin A metabolism,"RE2651R"
Vitamin A metabolism,"RE2655R"
Vitamin A metabolism,"RE2658C"
Vitamin A metabolism,"RE2658R"
Vitamin A metabolism,"RE2659R"
Tetrahydrobiopterin metabolism,"RE2660C"
Tetrahydrobiopterin metabolism,"4A-Hydroxytetrahydrobiopterin Dehydratase"
Glycosphingolipid metabolism,"RE2666C"
Glycosphingolipid metabolism,"RE2666G"
Sphingolipid metabolism,"RE2675C"
Glycosphingolipid metabolism,"N-Acylsphingosine Galactosyltransferase"
Glycosphingolipid metabolism,"N-Acylsphingosine Galactosyltransferase"
Glycosphingolipid metabolism,"N-Acylsphingosine Galactosyltransferase"
Glycosphingolipid metabolism,"N-Acylsphingosine Galactosyltransferase"
Glycosphingolipid metabolism,"N-Acylsphingosine Galactosyltransferase"
Vitamin E metabolism,"RE2705C"
Glycosphingolipid metabolism,"Galactosylceramidase"
Fatty acid oxidation,"Alpha-Methylacyl Coenzyme A Racemase"
Steroid metabolism,"17Beta-Estradiol 17-Dehydrogenase"
Eicosanoid metabolism,"Prostaglandin-F Synthase"
Bile acid synthesis,"RE2814M"
Bile acid synthesis,"RE2814R"
Purine catabolism,"Peroxidase"
Vitamin C metabolism,"RE2898C"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Vitamin E metabolism,"RE2948C"
Pyrimidine synthesis,"Pyruvate Kinase"
Eicosanoid metabolism,"RE2958C"
Phosphatidylinositol phosphate metabolism,"1-Phosphatidylinositol 4-Kinase"
Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol 3-Kinase"
Phosphatidylinositol phosphate metabolism,"1-Phosphatidylinositol-4-Phosphate 5-Kinase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"2,4-Dienoyl Coenzyme A Reductase (NADPH)"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"2,4-Dienoyl Coenzyme A Reductase (NADPH)"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"RE3000M"
Fatty acid oxidation,"2,4-Dienoyl Coenzyme A Reductase (NADPH)"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Methionine and cysteine metabolism,"RE3009C"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Alcohol Dehydrogenase"
Eicosanoid metabolism,"Alcohol Dehydrogenase"
Eicosanoid metabolism,"Aldehyde Dehydrogenase (NAD+)"
Eicosanoid metabolism,"Aldehyde Dehydrogenase (NAD+)"
Eicosanoid metabolism,"Aldehyde Dehydrogenase (NAD+)"
Androgen and estrogen synthesis and metabolism,"Unspecific Monooxygenase"
Eicosanoid metabolism,"Leukotriene-B4 20-Monooxygenase"
Eicosanoid metabolism,"Leukotriene-B4 20-Monooxygenase"
Eicosanoid metabolism,"RE3016R"
Eicosanoid metabolism,"RE3017R"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Arachidonic acid metabolism,"Microsomal Epoxide Hydrolase"
Arachidonic acid metabolism,"Microsomal Epoxide Hydrolase"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Vitamin A metabolism,"Retinal Dehydrogenase"
Heme synthesis,"RE3051C"
Heme synthesis,"RE3052C"
Fatty acid oxidation,"Long-Chain-Aldehyde Dehydrogenase"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Fatty acid oxidation,"RE3079X"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Tyrosine metabolism,"Peroxidase"
Fatty acid oxidation,"RE3103C"
Fatty acid oxidation,"RE3104C"
Fatty acid oxidation,"RE3106C"
Androgen and estrogen synthesis and metabolism,"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)"
Fatty acid oxidation,"RE3110C"
Fatty acid oxidation,"RE3112C"
Fatty acid oxidation,"RE3113C"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Fatty acid oxidation,"RE3119C"
Fatty acid oxidation,"RE3120C"
Fatty acid oxidation,"RE3121C"
Fatty acid oxidation,"RE3122C"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Cholesterol metabolism,"Delta14-Sterol Reductase"
Cholesterol metabolism,"Cholestenol Delta-Isomerase"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Fatty acid oxidation,"RE3151C"
Fatty acid oxidation,"RE3152C"
Fatty acid oxidation,"RE3153C"
Fatty acid oxidation,"RE3154C"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"Long-Chain-Fatty-Acid- Coenzyme A Ligase"
Fatty acid oxidation,"RE3161C"
Fatty acid oxidation,"RE3162C"
Fatty acid oxidation,"RE3163C"
Fatty acid oxidation,"RE3164C"
Fatty acid oxidation,"RE3165C"
Fatty acid oxidation,"RE3166C"
Fatty acid oxidation,"RE3167C"
Fatty acid oxidation,"RE3168C"
Fatty acid oxidation,"RE3169C"
Fatty acid oxidation,"RE3170C"
Fatty acid oxidation,"RE3171C"
Fatty acid oxidation,"RE3172C"
Fatty acid oxidation,"RE3173C"
Fatty acid oxidation,"RE3174C"
Fatty acid oxidation,"RE3175C"
Fatty acid oxidation,"RE3176C"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Fatty acid oxidation,"3-Hydroxyacyl Coenzyme A Dehydrogenase"
Cholesterol metabolism,"RE3180C"
Cholesterol metabolism,"RE3181C"
Fatty acid oxidation,"RE3185M"
Fatty acid oxidation,"RE3186M"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"Enoyl Coenzyme A Hydratase"
Fatty acid oxidation,"Alpha-Methylacyl Coenzyme A Racemase"
Tyrosine metabolism,"RE3198C"
Tyrosine metabolism,"Tyrosinase"
Androgen and estrogen synthesis and metabolism,"Steryl-Sulfatase"
Androgen and estrogen synthesis and metabolism,"Steryl-Sulfatase"
Fatty acid synthesis,"RE3224C"
Fatty acid synthesis,"RE3225C"
Fatty acid synthesis,"RE3226C"
Fatty acid synthesis,"RE3227C"
Fatty acid synthesis,"RE3228C"
Fatty acid synthesis,"RE3229C"
Fatty acid synthesis,"RE3230C"
Fatty acid synthesis,"RE3231C"
Fatty acid synthesis,"RE3232C"
Fatty acid synthesis,"RE3234C"
Fatty acid synthesis,"RE3235C"
Fatty acid synthesis,"RE3236C"
Fatty acid synthesis,"RE3237C"
Fatty acid synthesis,"RE3238C"
Fatty acid synthesis,"RE3239C"
Fatty acid synthesis,"RE3241C"
Fatty acid synthesis,"RE3242C"
Fatty acid synthesis,"RE3243C"
Fatty acid synthesis,"RE3244C"
Fatty acid synthesis,"RE3245C"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Bile acid synthesis,"RE3251C"
Bile acid synthesis,"RE3251M"
Bile acid synthesis,"RE3252C"
Linoleate metabolism,"Microsomal Epoxide Hydrolase"
Linoleate metabolism,"Microsomal Epoxide Hydrolase"
Glycerophospholipid metabolism,"Diacylglycerol Cholinephosphotransferase"
Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase"
Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase"
Phosphatidylinositol phosphate metabolism,"RE3270C"
Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase"
Phosphatidylinositol phosphate metabolism,"Phospholipase D"
Phosphatidylinositol phosphate metabolism,"Phospholipase D"
Arachidonic acid metabolism,"Unspecific Monooxygenase"
Arachidonic acid metabolism,"Unspecific Monooxygenase"
Arachidonic acid metabolism,"Unspecific Monooxygenase"
Arachidonic acid metabolism,"Unspecific Monooxygenase"
Glycerophospholipid metabolism,"Phospholipase D"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Bile acid synthesis,"Aldehyde Dehydrogenase (NAD+)"
Bile acid synthesis,"Aldehyde Dehydrogenase (NAD+)"
Vitamin B2 metabolism,"RE3347C"
Purine catabolism,"RE3352C"
Urea cycle,"RE3367E"
Miscellaneous,"Beta-Glucuronidase"
Miscellaneous,"Beta-Glucuronidase"
Linoleate metabolism,"RE3411C"
Linoleate metabolism,"RE3413C"
Linoleate metabolism,"RE3417C"
Linoleate metabolism,"RE3420C"
Eicosanoid metabolism,"RE3421R"
Eicosanoid metabolism,"RE3422C"
Eicosanoid metabolism,"RE3423C"
Eicosanoid metabolism,"RE3430C"
Eicosanoid metabolism,"RE3430M"
Eicosanoid metabolism,"RE3430X"
Eicosanoid metabolism,"RE3431C"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Leukotriene-B4 20-Monooxygenase"
Eicosanoid metabolism,"Leukotriene-B4 20-Monooxygenase"
Eicosanoid metabolism,"Leukotriene-B4 20-Monooxygenase"
Eicosanoid metabolism,"RE3437C"
Arachidonic acid metabolism,"Carbonyl Reductase (NADPH)"
Arachidonic acid metabolism,"Carbonyl Reductase (NADPH)"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Arachidonic acid metabolism,"Carbonyl Reductase (NADPH)"
Arachidonic acid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Arachidonate 5-Lipoxygenase"
Eicosanoid metabolism,"RE3486C"
Eicosanoid metabolism,"Prostaglandin-Endoperoxide Synthase"
Eicosanoid metabolism,"Prostaglandin-Endoperoxide Synthase"
Eicosanoid metabolism,"RE3490C"
Eicosanoid metabolism,"Leukotriene-A4 Hydrolase"
Eicosanoid metabolism,"RE3493C"
Eicosanoid metabolism,"Prostaglandin-E Synthase"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 5-Lipoxygenase"
Arachidonic acid metabolism,"Glutathione Peroxidase"
Eicosanoid metabolism,"RE3524R"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Arachidonic acid metabolism,"Arachidonate 12-Lipoxygenase"
Eicosanoid metabolism,"RE3556C"
Eicosanoid metabolism,"Prostaglandin-A1 Delta-Isomerase"
Eicosanoid metabolism,"RE3566C"
Eicosanoid metabolism,"Prostaglandin-A1 Delta-Isomerase"
Eicosanoid metabolism,"RE3568C"
Eicosanoid metabolism,"RE3570C"
Eicosanoid metabolism,"Prostaglandin-E Synthase"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Eicosanoid metabolism,"Carbonyl Reductase (NADPH)"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Acyl Coenzyme A Oxidase"
Fatty acid oxidation,"Dodecenoyl Coenzyme A Isomerase"
Histidine metabolism,"RE3629C"
Histidine metabolism,"RE3630C"
Heme synthesis,"RE3637C"
Exchange/demand reaction,"Exchange of Prostaglandin H2 "
Exchange/demand reaction,"Exchange of Prostaglandin I2 "
Exchange/demand reaction,"Exchange of CDP "
Exchange/demand reaction,"Exchange of ({[ (2R, 3S, 5R)-3-Hydroxy-5- (5-Methyl-2, 4-Dioxo-1, 2, 3, 4-Tetrahydropyrimidin-1-Yl)Oxolan-2-Yl]Methyl Phosphonato}Oxy)Phosphonate "
Exchange/demand reaction,"Exchange of L-3-Cyanoalanine "
Exchange/demand reaction,"Exchange of Apoa1 "
Exchange/demand reaction,"Exchange of L-Citrulline "
Exchange/demand reaction,"Exchange of Xanthurenic Acid "
Exchange/demand reaction,"Exchange of Chitobiose "
Exchange/demand reaction,"Exchange of Chenodeoxycholate "
Exchange/demand reaction,"Exchange of Taurolithocholate "
Exchange/demand reaction,"Exchange of Glycolithocholate "
Exchange/demand reaction,"Exchange of Tauroursodeoxycholate "
Exchange/demand reaction,"Exchange of Glycoursodeoxycholate "
Exchange/demand reaction,"Chenodeoxycholic acid 3-sulfate exchange"
Exchange/demand reaction,"Exchange of Lithocholate "
Exchange/demand reaction,"Ursodeoxycholic acid exchange"
Exchange/demand reaction,"Exchange of Sulfoglycolithocholate "
Exchange/demand reaction,"Exchange of 2-[ (4R)-4-[ (1S, 2S, 5R, 7R, 10R, 11S, 14R, 15R)-2, 15-Dimethyl-5- (Sulfonatooxy)Tetracyclo[8.7.0.0^{2, 7}.0^{11, 15}]Heptadecan-14-Yl]Pentanamido]Ethane-1-Sulfonate "
Exchange/demand reaction,"Exchange of Reverse-Triiodthyronine "
Exchange/demand reaction,"Exchange of Thromboxane-B2 "
Exchange/demand reaction,"Exchange of Prostaglandin A1 "
Exchange/demand reaction,"Exchange of Prostaglandin-A2 "
Exchange/demand reaction,"Exchange of Prostaglandin-B1 "
Exchange/demand reaction,"Exchange of Prostaglandin-B2 "
Exchange/demand reaction,"Exchange of Prostaglandin C1 "
Exchange/demand reaction,"Exchange of Prostaglandin-C2 "
Exchange/demand reaction,"Exchange of Prostaglandin-E3 "
Exchange/demand reaction,"Exchange of Prostaglandin-G2 "
Exchange/demand reaction,"Exchange of Malonyl Coenzyme A "
Exchange/demand reaction,"Exchange of Arachidyl Coenzyme A "
Exchange/demand reaction,"Exchange of Coenzyme A"
Exchange/demand reaction,"Exchange of 3-Oxodocosanoyl Coenzyme A "
Exchange/demand reaction,"Exchange of Spermine Monoaldehyde "
Exchange/demand reaction,"Exchange of Spermidine Monoaldehyde 2 "
Exchange/demand reaction,"Exchange of Spermidine Dialdehyde "
Exchange/demand reaction,"Exchange of Spermine Dialdehyde "
Exchange/demand reaction,"Exchange of Spermidine Monoaldehyde 1 "
Exchange/demand reaction,"Exchange of Maltopentaose "
Exchange/demand reaction,"Exchange of Beta-Casomorphin "
Exchange/demand reaction,"Exchange of Beta-Casomorphin (1-6) "
Exchange/demand reaction,"Exchange of Neocasomorphin "
Exchange/demand reaction,"Exchange of Neocasomorphin (1-5) "
Exchange/demand reaction,"Exchange of Apelin-13 "
Exchange/demand reaction,"Exchange of Apelin (1-12) "
Exchange/demand reaction,"Exchange of Maltoheptaose "
Exchange/demand reaction,"Exchange of Maltodecaose "
Exchange/demand reaction,"Exchange of Maltononaose "
Exchange/demand reaction,"Exchange of Cyanosulfurous Acid Anion "
Exchange/demand reaction,"Exchange of Cyanate "
Exchange/demand reaction,"Exchange of 2',3'-Cyclic UMP "
Exchange/demand reaction,"Exchange of 3'-UMP "
Exchange/demand reaction,"Exchange of Kinetensin "
Exchange/demand reaction,"Exchange of Kinetensin 1-7 "
Exchange/demand reaction,"Exchange of Kinetensin 1-8 "
Exchange/demand reaction,"Exchange of Neuromedin N "
Exchange/demand reaction,"Exchange of Neuromedin N (1-4) "
Exchange/demand reaction,"Exchange of Kinetensin 1-3 "
Exchange/demand reaction,"Exchange of Kinetensin 4-8 "
Exchange/demand reaction,"Exchange of N-Acetyl-Seryl-Aspartyl-Lysyl-Proline "
