Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Azidocillin;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Trifluridine
DB02583;Hexadecanal,{'DHFR;DBI'},1.0,1.0,1,DB02583,Hexadecanal
DB02583;Mercaptopurine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Mercaptopurine
DB02583;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB02583,Proline
DB02583;Pyridoxal phosphate,{'DHFR;PLPBP'},1.0,1.0,1,DB02583,Pyridoxal phosphate
DB02583;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Tegafur-uracil
DB02583;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Zalcitabine
DB02583;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Zidovudine
DB02919;Coenzyme A,{'DHFR;DBI'},1.0,1.0,1,DB02919,Coenzyme A
DB03280;Hypoxanthine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Hypoxanthine
DB03195;DB02391,{'DTYMK;PNP'},1.0,1.0,1,DB03195,DB02391
DB03195;DB03881,{'DTYMK;PNP'},1.0,1.0,1,DB03195,DB03881
Furosemide;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,Fluorouracil
Furosemide;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Folic acid
Arimoclomol;Zidovudine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,Zidovudine monophosphate
Atorvastatin;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Atorvastatin,Cysteine
Atorvastatin;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Atorvastatin,DB02328
Azidocillin;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Pyrimethamine
Azidocillin;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,OSI-7904L
Formoterol;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Sri-9439
"Formoterol;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,"S,S-(2-Hydroxyethyl)Thiocysteine"
Azidocillin;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Piritrexim
Azidocillin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Proguanil
DB03987;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03987,Zalcitabine
Azidocillin;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Raltitrexed
Azidocillin;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Capecitabine
"Azidocillin;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,"S,S-(2-Hydroxyethyl)Thiocysteine"
Azidocillin;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Sri-9439
Azidocillin;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Sri-9662
Azidocillin;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Tegafur
Azidocillin;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Tegafur-uracil
Azidocillin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,DB08734
Formoterol;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Sri-9662
DB03664;Fospropofol,{'CMPK1;ALPL'},1.0,1.0,1,DB03664,Fospropofol
DB03664;Forodesine,{'CMPK1;PNP'},1.0,1.0,1,DB03664,Forodesine
Azidocillin;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Lamotrigine
Azidocillin;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Iclaprim
Azidocillin;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Gentamicin
Azidocillin;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Folic acid
Azidocillin;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Fluorouracil
Azidocillin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Floxuridine
Azidocillin;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,ANX-510
Azidocillin;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Thymectacin
Arimoclomol;DB03845,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,DB03845
Arimoclomol;DB03195,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,DB03195
Arimoclomol;Cytarabine,{'SOD1;DCTD'},1.0,1.0,1,Arimoclomol,Cytarabine
Arimoclomol;3'-deoxy-3'-aminothymidine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,3'-deoxy-3'-aminothymidine monophosphate
"Arimoclomol;2',3'-Dideoxythymidine-5'-Monophosphate",{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,"2',3'-Dideoxythymidine-5'-Monophosphate"
Formoterol;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,Tegafur
Azidocillin;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Biopterin
Azidocillin;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB02104
Atorvastatin;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Atorvastatin,DB03928
Aminohippuric acid;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Aminohippuric acid,DB03280
Azidocillin;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,DB08478
Azidocillin;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,DB08479
Azidocillin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB08642
Azidocillin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,Deoxyuridine monophosphate
Benzylpenicillin;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,Raltitrexed
Aminohippuric acid;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Aminohippuric acid,DB03845
Formoterol;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Pyrimethamine
Azidocillin;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB02427
Formoterol;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Proguanil
Formoterol;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Piritrexim
Formoterol;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,OSI-7904L
Formoterol;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Lamotrigine
Formoterol;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Iclaprim
Formoterol;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Gentamicin
Azidocillin;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB08448
Azidocillin;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB08406
Azidocillin;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB08234
Azidocillin;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB07144
Azidocillin;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB07142
Azidocillin;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB07141
Azidocillin;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB07140
Azidocillin;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,DB04395
Azidocillin;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB03987
Azidocillin;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,DB03845
Azidocillin;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB03461
Azidocillin;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,DB03280
Azidocillin;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,DB03195
Azidocillin;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB03125
Azidocillin;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB02919
Azidocillin;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB02583
Azidocillin;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,DB02559
Arachidonic Acid;L-Glutamine,{'SLCO2A1;SLC7A9'},1.0,0.0,1,Arachidonic Acid,L-Glutamine
Arachidonic Acid;Cystine,{'SLCO2A1;SLC7A9'},1.0,0.0,1,Arachidonic Acid,Cystine
Ampicillin;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Ampicillin,Zidovudine monophosphate
DB03664;DB04260,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB04260
Furosemide;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB07141
"DB03664;Dextrose, unspecified form",{'CMPK1;SLC2A3'},1.0,1.0,1,DB03664,"Dextrose, unspecified form"
Furosemide;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB07140
Furosemide;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Furosemide,DB04395
Furosemide;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB03987
DB03664;DB04753,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB04753
DB03664;DB03881,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB03881
Formoterol;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,Tegafur-uracil
DB03664;DB03551,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB03551
DB03664;DB02391,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB02391
DB03664;DB02222,{'CMPK1;PNP'},1.0,1.0,1,DB03664,DB02222
Azathioprine;Fostamatinib,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Fostamatinib
DB03664;D-glucose,{'CMPK1;SLC2A3'},1.0,1.0,1,DB03664,D-glucose
DB03664;D-Lactic acid,{'CMPK1;SLC16A1'},1.0,0.0,1,DB03664,D-Lactic acid
DB03664;Dihydrolipoic Acid,{'CMPK1;DLAT'},1.0,0.0,1,DB03664,Dihydrolipoic Acid
Furosemide;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB07142
Azathioprine;Fludarabine,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Fludarabine
Azathioprine;Didanosine,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Didanosine
Furosemide;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB07144
Furosemide;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB08234
DB03664;Fludeoxyglucose (18F),{'CMPK1;SLC2A3'},1.0,1.0,1,DB03664,Fludeoxyglucose (18F)
Furosemide;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB08406
DB03664;Foscarnet,{'CMPK1;SLC16A1'},1.0,0.0,1,DB03664,Foscarnet
DB02427;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB02427,Proline
DB03280;Immucillin-G,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Immucillin-G
Furosemide;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB08448
Azathioprine;Cytarabine,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Cytarabine
Azathioprine;Cannabidiol,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Cannabidiol
Furosemide;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,DB08478
Atorvastatin;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Atorvastatin,Pyridoxal phosphate
Atorvastatin;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Atorvastatin,L-2-amino-3-butynoic acid
Cyclacillin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Cyclacillin,DB08642
Cyclacillin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Cyclacillin,DB08734
DB03664;Coproporphyrinogen III,{'CMPK1;UROD'},1.0,0.0,1,DB03664,Coproporphyrinogen III
Arimoclomol;DB03280,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,DB03280
Ampicillin;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Ampicillin,Trimetrexate
Ampicillin;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,Trifluridine
"10-Propargyl-5,8-Dideazafolic Acid;Capecitabine",{'TYMS;TYMP'},1.0,1.0,1,"10-Propargyl-5,8-Dideazafolic Acid",Capecitabine
Ampicillin;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,Thymectacin
DB03664;Cladribine,{'CMPK1;PNP'},1.0,1.0,1,DB03664,Cladribine
Ampicillin;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,Tegafur-uracil
Ampicillin;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,Tegafur
Formoterol;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,Trifluridine
Ampicillin;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Ampicillin,Sri-9662
Ampicillin;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Ampicillin,Sri-9439
Formoterol;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Trimetrexate
"Ampicillin;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,"S,S-(2-Hydroxyethyl)Thiocysteine"
Formoterol;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,Zidovudine monophosphate
Ampicillin;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Ampicillin,Raltitrexed
Arimoclomol;DB04395,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,DB04395
DB03664;Coproporphyrin I,{'CMPK1;UROD'},1.0,0.0,1,DB03664,Coproporphyrin I
Azidocillin;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,3'-deoxy-3'-aminothymidine monophosphate
Arimoclomol;Thymidine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Arimoclomol,Thymidine monophosphate
"Azidocillin;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
"Azidocillin;2',3'-Dideoxythymidine-5'-Monophosphate",{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,"2',3'-Dideoxythymidine-5'-Monophosphate"
"Azidocillin;10-Propargyl-5,8-Dideazafolic Acid",{'SLC22A5;TYMS'},1.0,1.0,1,Azidocillin,"10-Propargyl-5,8-Dideazafolic Acid"
Azathioprine;Zalcitabine,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Zalcitabine
Azathioprine;Uridine,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Uridine
Azathioprine;Ribavirin,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Ribavirin
Azathioprine;Phosphatidyl serine,{'SLC29A2;PTDSS1'},1.0,2.0,1,Azathioprine,Phosphatidyl serine
Azathioprine;Nabiximols,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Nabiximols
Azathioprine;Medical Cannabis,{'SLC29A2;SLC29A1'},1.0,2.0,1,Azathioprine,Medical Cannabis
Cyclacillin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Cyclacillin,Floxuridine
Cyclacillin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Cyclacillin,Deoxyuridine monophosphate
Formoterol;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,Deoxyuridine monophosphate
DB03195;DB03551,{'DTYMK;PNP'},1.0,1.0,1,DB03195,DB03551
DB03195;Ribose-1-Phosphate,{'DTYMK;PNP'},1.0,1.0,1,DB03195,Ribose-1-Phosphate
Cephaloglycin;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Pyrimethamine
Cimetidine;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Cimetidine,DB08448
Cimetidine;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Cimetidine,DB08234
Formoterol;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,Biopterin
Formoterol;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,ANX-510
Formoterol;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,3'-deoxy-3'-aminothymidine monophosphate
"Formoterol;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
Fluorouracil;DB03461,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB03461
Fluorouracil;DB02919,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB02919
Cimetidine;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Cimetidine,Trimetrexate
Formoterol;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB08642
Floxuridine;Lamotrigine,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,Lamotrigine
Cimetidine;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,DB08478
Floxuridine;Hexadecanal,{'TYMS;DBI'},1.0,1.0,1,Floxuridine,Hexadecanal
Floxuridine;Gentamicin,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,Gentamicin
"Cisplatin;2',3'-Dideoxythymidine-5'-Monophosphate",{'SOD1;DTYMK'},1.0,1.0,1,Cisplatin,"2',3'-Dideoxythymidine-5'-Monophosphate"
Formoterol;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Formoterol,Capecitabine
Formoterol;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB02104
Formoterol;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB02427
Formoterol;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB02559
Formoterol;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB02583
Formoterol;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB02919
Formoterol;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB03125
Formoterol;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,DB03195
Formoterol;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,DB03280
Formoterol;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB03461
Formoterol;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,DB03845
Formoterol;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB03987
Formoterol;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Formoterol,DB04395
"Cimetidine;10-Propargyl-5,8-Dideazafolic Acid",{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,"10-Propargyl-5,8-Dideazafolic Acid"
"Cimetidine;2',3'-Dideoxythymidine-5'-Monophosphate",{'SLC22A5;DTYMK'},1.0,1.0,1,Cimetidine,"2',3'-Dideoxythymidine-5'-Monophosphate"
Formoterol;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB07140
Formoterol;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Formoterol,DB07141
Cimetidine;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Cimetidine,Zidovudine monophosphate
Floxuridine;Folic acid,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,Folic acid
Cimetidine;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Cimetidine,3'-deoxy-3'-aminothymidine monophosphate
Cimetidine;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,Trifluridine
Floxuridine;DB07140,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB07140
Aminohippuric acid;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB08234
Floxuridine;DB03987,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB03987
Aminohippuric acid;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB08406
Aminohippuric acid;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB08448
Aminohippuric acid;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Aminohippuric acid,DB08478
Cimetidine;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,Thymectacin
Floxuridine;Floxuridine,{'TYMS;TYMP'},1.0,1.0,1,Floxuridine,Floxuridine
Cimetidine;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,Tegafur-uracil
Cimetidine;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,Tegafur
Cimetidine;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Cimetidine,Sri-9662
Floxuridine;DB03461,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB03461
Cimetidine;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Cimetidine,Sri-9439
"Cimetidine;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,"S,S-(2-Hydroxyethyl)Thiocysteine"
Floxuridine;DB07141,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB07141
Aminohippuric acid;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB07144
Floxuridine;DB07142,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB07142
Floxuridine;DB07144,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB07144
Floxuridine;DB08234,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB08234
Aminohippuric acid;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB07142
Floxuridine;DB08406,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB08406
Floxuridine;DB08448,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB08448
Aminohippuric acid;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB07141
Aminohippuric acid;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB07140
Aminohippuric acid;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Aminohippuric acid,DB04395
Aminohippuric acid;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Aminohippuric acid,DB03987
Aminohippuric acid;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Aminohippuric acid,Pyridoxal phosphate
Aminohippuric acid;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Aminohippuric acid,Raltitrexed
Floxuridine;DB08642,{'TYMP;DHFR'},1.0,1.0,1,Floxuridine,DB08642
"Aminohippuric acid;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Aminohippuric acid,"S,S-(2-Hydroxyethyl)Thiocysteine"
Floxuridine;Didanosine,{'TYMS;SLC29A2'},1.0,0.0,1,Floxuridine,Didanosine
"Cimetidine;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
Cimetidine;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Cimetidine,ANX-510
DB03195;DB04260,{'DTYMK;PNP'},1.0,1.0,1,DB03195,DB04260
Fluorouracil;DB08406,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB08406
Fluorouracil;Folic acid,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,Folic acid
Fluorouracil;Fluorouracil,{'TYMS;TYMP'},1.0,1.0,1,Fluorouracil,Fluorouracil
Fluorouracil;Floxuridine,{'TYMS;TYMP'},1.0,1.0,1,Fluorouracil,Floxuridine
Fluorouracil;DB08642,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB08642
Cephaloglycin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,Deoxyuridine monophosphate
Fluorouracil;DB08448,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB08448
Fluorouracil;DB08234,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB08234
Fluorouracil;DB07140,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB07140
Cephaloglycin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,DB08734
Cephaloglycin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,DB08642
Fluorouracil;DB07144,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB07144
Cephaloglycin;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,DB08479
Cephaloglycin;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,DB08478
Fluorouracil;DB07142,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,DB07142
Fluorouracil;Gentamicin,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,Gentamicin
Cephaloglycin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,Floxuridine
Cephaloglycin;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,Fluorouracil
Cephaloglycin;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Folic acid
Fluorouracil;Hexadecanal,{'TYMS;DBI'},1.0,1.0,1,Fluorouracil,Hexadecanal
Fluorouracil;Iclaprim,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,Iclaprim
Cephaloglycin;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Gentamicin
Cephaloglycin;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Iclaprim
Cephaloglycin;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Lamotrigine
Cephaloglycin;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Cephaloglycin,OSI-7904L
Cephaloglycin;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Piritrexim
Cephaloglycin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Cephaloglycin,Proguanil
