genes,H1299_polyA_S2-24h-A,H1299_polyA_S2-24h-B
AL023754.1,0.0,0.0
ELAVL1,25.136999999999997,25.494
AC139426.3,0.021,0.0
CPT1A,12.911,12.99
WNT5B,23.275,23.136999999999997
GART,41.56100000000001,41.782
TAB3,2.44,2.224
RSPH9,0.27399999999999997,0.306
EFCAB6,0.129,0.136
AL035404.1,0.0,0.0
AL035413.2,0.0,0.0
GYPB,0.0,0.0
ZFP57,0.0,0.0
KRT8P34,0.0,0.0
NBPF21P,0.0,0.0
AL355075.3,0.087,0.0
AP005899.1,0.0,0.0
RPL13AP20,6.507000000000001,7.957999999999999
AC007619.2,0.0,0.0
AC067817.1,0.0,0.0
HIST1H4H,0.867,1.369
TATDN1P1,2.582,3.375
PRDX3P3,0.0,0.0
PDE4DIPP1,0.026000000000000002,0.027000000000000003
RPS6P22,0.0,0.0
SLC9A4,0.0,0.0
ZNF565,2.048,2.418
ADPGK,9.11,8.535
RPL21P16,0.529,0.37200000000000005
PCDHA7,0.084,0.075
CPA3,0.0,0.0
AUP1,64.203,61.693999999999996
SEMA6A-AS2,0.0,0.0
PPP1R14BP3,30.066999999999997,29.144000000000002
AKR7A2P1,0.0,0.0
SLC25A37,7.247000000000001,6.572
AC068338.1,0.0,0.127
AC112493.1,0.0,0.0
OR8B9P,0.016,0.026000000000000002
PCBP2-OT1,30.46,28.605
RPL21P40,0.17600000000000002,0.18600000000000003
LIMD1,4.6419999999999995,4.864
RF00019,0.0,0.0
THBD,0.01,0.0
TSSC2,0.012,0.0
ACTL6A,28.229,26.965
KRTAP9-12P,0.0,0.0
GAPDHP74,0.0,0.0
CELF5,0.055999999999999994,0.052000000000000005
LINC01843,0.231,0.284
AC008572.1,0.0,0.0
DUSP11,8.344,7.914
AC120042.2,0.0,0.0
AC024598.1,0.057,0.027000000000000003
ZNF543,0.40399999999999997,0.486
HSPA8P15,0.325,0.285
RPL7P52,0.057,0.0
MMP17,1.426,1.446
LINC01378,0.0,0.0
AC087565.1,0.0,0.0
AC078852.1,0.386,0.305
MGAT4C,0.084,0.08
ISCA1P2,0.0,0.0
RF00012,0.0,0.0
NUDT16,7.311,7.4510000000000005
LRRC37A17P,0.008,0.013000000000000001
C1QTNF2,0.22899999999999998,0.223
ICAM3,3.76,3.742
UST-AS1,0.0,0.0
WDR54,14.452,14.263
CENPC,1.6,1.9169999999999998
AC000111.1,0.0,0.0
AC092171.3,0.193,0.18600000000000003
GPR146,0.281,0.21100000000000002
AL139383.1,0.0,0.0
AC012462.3,0.0,0.0
PKD1L3,0.0,0.0
KRT33A,0.0,0.0
AL354702.2,0.0,0.0
GGT1,18.485,17.965
ALDOB,0.0,0.0
AC109583.3,0.0,0.006999999999999999
SARS2,11.184000000000001,11.743
AL390039.1,6.625,7.1979999999999995
AP003472.2,0.0,0.0
AC110769.2,0.385,0.29
AL161733.1,0.0,0.0
UCHL1,318.89099999999996,307.11400000000003
LINC01337,0.387,0.612
HIST1H2BH,2.855,3.159
LINC00621,0.036000000000000004,0.0
AP003692.1,0.273,0.20600000000000002
CIDECP1,3.22,3.0789999999999997
BORCS5,3.8680000000000003,3.915
AC010547.3,0.0,0.0
RNU6-603P,0.0,0.0
ZNF603P,0.087,0.0
MTCO3P44,0.0,0.0
CALML4,0.498,0.6729999999999999
AL583827.1,0.0,0.013000000000000001
MIOX,0.0,0.025
PLXNA3,0.731,0.897
RNU6-213P,0.41,0.0
ACSM6,0.0,0.0
AC092839.1,0.0,0.0
TRPA1,0.027000000000000003,0.035
NOL12,6.13,6.117999999999999
AC009879.1,0.0,0.0
PPP3CB,4.534,4.5280000000000005
FBXO44,7.176,7.482
HIGD1AP16,0.0,0.0
HLA-DMB,0.0,0.019
TNFRSF17,0.0,0.0
AL592429.1,0.0,0.0
RN7SL563P,0.0,0.0
AC025165.4,0.098,0.311
AL353693.1,0.0,0.0
LINC02011,0.0,0.0
AF121898.1,0.044000000000000004,0.031
AL121718.1,0.0,0.0
AL355472.3,0.0,0.0
AP003385.3,0.0,0.0
AL365205.2,1.88,0.0
MIR4698,0.0,0.0
PRDX3,50.518,49.75
HSPA12A,0.191,0.193
TMEM41B,2.948,3.095
AC022121.1,0.0,0.078
ZNF235,2.803,2.81
TRAV38-2DV8,0.0,0.0
KIF1C,40.137,40.89
HSD17B1P1,0.0,0.094
AC138028.2,0.0,0.009000000000000001
AL022331.1,0.0,0.0
AL163193.1,0.0,0.0
PRNCR1,0.0,0.0
AC022210.1,0.215,0.226
LINC01878,0.0,0.0
GRK2,8.184,8.312999999999999
SLC26A2,4.189,4.4319999999999995
TUBB8P8,0.0,0.0
AC138956.2,0.0,0.0
FARP2,3.576,3.6189999999999998
FBXL21P,1.2,0.73
AC007938.1,0.0,0.0
MAGEB16,0.0,0.0
DLEU7,0.0,0.0
KRT18P42,0.0,0.0
AL353596.1,0.593,0.45399999999999996
BEX4,8.054,7.388
LRWD1,21.71,21.56
MIR5582,0.627,0.0
AC026894.1,0.0,0.0
C9orf64,10.397,10.184
AC012360.3,1.594,2.056
AC093535.2,0.055,0.203
KIAA0040,0.0,0.0
AC004080.5,0.34700000000000003,0.122
AC100835.2,0.0,0.094
MTND6P20,0.0,0.0
TMCO4,5.224,5.646
AC097713.2,0.359,0.126
AF107885.2,0.0,0.027999999999999997
AC234778.1,0.0,0.0
SLC25A51P2,0.0,0.0
C1QTNF7,0.0,0.0
METAP1,24.631,24.476
AC113167.1,0.0,0.0
IL17B,0.0,0.0
AC103724.3,0.0,0.0
AL352984.1,0.0,0.0
AC023794.4,0.0,0.0
MIR6726,0.349,0.368
EPX,0.0,0.0
KIAA1109,2.05,1.909
UCP3,0.102,0.22899999999999998
POLR3GL,5.012,5.67
SEPT1,0.222,0.255
AC005089.1,0.038,0.0
PLG,0.0,0.0
LGALS7B,0.0,0.0
AC002310.2,0.622,0.585
AC107884.2,0.0,0.0
LINC02594,0.0,0.0
SPART-AS1,0.24,0.126
BAG4,5.059,4.601
AC090365.1,0.0,0.0
APOC4,0.0,0.0
AL157394.1,0.087,0.128
PPIAP13,0.08900000000000001,0.094
AC104938.1,0.0,0.05
PIK3IP1-AS1,0.13699999999999998,0.07200000000000001
MIR941-3,0.0,0.0
LRRC59,123.9,126.039
TMBIM7P,0.0,0.022000000000000002
AC022146.2,0.0,0.0
EHD4-AS1,0.0,0.0
ELOCP3,0.0,0.0
RPS3AP40,0.0,0.0
LINC01872,0.0,0.0
PRLR,0.013000000000000001,0.024
AC017079.2,0.08800000000000001,0.0
HCFC1,21.756999999999998,21.843000000000004
ZNF644,9.325,10.369000000000002
FBLN5,0.06,0.045
AC110775.1,0.0,0.0
RN7SKP255,0.0,0.0
KCTD9P3,0.073,0.038
SLC50A1,11.636,11.104000000000001
AP000692.2,0.97,0.7659999999999999
ALDH1A3,0.455,0.475
ZNF331,1.814,1.659
AC114498.2,0.0,0.0
MT1G,0.114,0.0
PRDX2P4,0.0,0.0
AK3P3,0.513,0.608
AL023755.1,0.0,0.0
PLLP,0.184,0.15
TRIM49C,0.0,0.0
MTHFSD,3.415,3.3939999999999997
OR52L1,0.0,0.0
MTRNR2L5,0.0,0.0
LRRC73,0.703,0.55
SLC25A25-AS1,0.6629999999999999,0.7509999999999999
ABCA11P,4.452,4.093999999999999
CERS5,9.3,8.917
KRTAP19-5,0.0,0.0
AFF1,3.045,3.278
AC027088.3,0.0,0.0
GM2A,2.559,2.785
RF02271,0.0,0.0
SLC26A10,0.578,0.556
TMEM161BP1,0.0,0.0
NPTX2,0.098,0.207
AC145207.5,1.0959999999999999,1.155
AL159166.1,0.0,0.0
HGC6.3,0.0,0.057999999999999996
AC124798.2,0.077,0.081
PPP1R14D,0.0,0.0
NR2C2AP,31.066999999999997,30.593000000000004
GVINP2,0.0,0.0
AL590128.1,0.0,0.157
HMGB1P51,0.0,0.0
TSC22D1,8.328,7.751
LINC01732,0.0,0.0
AL133383.1,0.0,0.1
RN7SL670P,0.0,0.0
AL359715.4,0.48100000000000004,0.7090000000000001
AC026725.1,0.0,0.0
AL132656.1,0.87,2.106
MTATP8P1,0.20600000000000002,0.217
STUB1,41.361000000000004,42.05
AL355075.2,0.0,0.0
RF00345,5.151,10.097000000000001
LCA5L,0.503,0.607
ZZEF1,6.12,6.779
AL021393.1,0.0,0.0
RF00066,0.0,0.0
MIR3192,0.5529999999999999,0.583
RPL10P4,0.0,0.0
MYH13,0.0,0.0
TERF1P5,0.45899999999999996,0.409
AC108865.1,11.597999999999999,10.495
S100A8,0.0,0.0
AC004980.4,0.0,0.0
LINC01629,0.0,0.154
AL645924.1,0.09699999999999999,0.0
AL359839.1,0.0,0.0
RF02045,0.74,0.467
TCP11L2,0.20600000000000002,0.149
AC073321.1,0.0,0.0
AL353658.2,0.0,0.0
NEB,0.368,0.36
HMGB2P1,0.7390000000000001,1.062
FCGRT,2.512,2.205
NACAP8,0.08900000000000001,0.187
POLA2,7.687,7.067
RNF141,2.037,2.053
SLC15A4,4.309,3.98
AC112484.1,0.41,0.586
BMS1P21,0.0,0.0
AC090518.1,0.009000000000000001,0.0
VSTM4,0.0,0.0
TRAF7,38.111999999999995,38.948
AL592490.1,0.006999999999999999,0.0
C6orf136,15.31,14.493
RNF5P1,1.6569999999999998,2.161
EEF1B2P7,0.0,0.0
OR7E25P,0.0,0.0
AC099328.1,0.0,0.0
AC068946.2,4.476,4.877
BTBD6,29.464000000000002,31.031
AC246787.1,58.989,60.193000000000005
AC021146.3,0.0,0.0
AL109983.1,0.0,0.0
AC011933.4,0.0,0.0
MSL3,2.5660000000000003,2.6710000000000003
C1QL3,0.0,0.0
CARD10,8.079,8.017999999999999
IGHV5-51,0.0,0.0
RPS27P21,0.0,0.0
SMIM17,0.0,0.035
C12orf74,0.059000000000000004,0.09699999999999999
LHX9,0.0,0.013000000000000001
RPL12P43,0.0,0.0
RNA5SP476,0.0,0.0
AP000424.2,0.0,0.0
AC021443.1,0.0,0.0
CLEC4D,0.0,0.0
LGALSL-DT,0.0,0.0
CEBPZ,33.996,35.715
AC018521.6,0.318,0.536
SPATA16,0.0,0.0
AC008549.3,0.105,0.111
XRCC5,121.226,121.23100000000001
PMS2,4.623,4.789
SPANXC,0.0,0.0
AP001284.1,0.10099999999999999,0.085
MIR1255A,0.0,0.0
MPV17L2,15.288,14.587
AC016590.1,1.364,1.7890000000000001
SLC9A7P1,0.0,0.027000000000000003
CYTOR,1.82,1.6740000000000002
AP006193.1,0.0,0.0
AC009171.2,1.742,0.988
NCBP2-AS1,0.682,0.479
MGME1,29.738000000000003,29.569000000000003
AC005034.2,0.0,0.0
TBC1D12,1.755,2.055
GPM6A,0.35700000000000004,0.3
PDXDC2P,0.213,0.21600000000000003
ZNF776,1.758,1.868
AC026774.2,0.0,0.040999999999999995
PDCD6IPP1,0.0,0.0
ZNF552,0.998,0.961
AC012291.1,0.0,0.0
SLC9A1,5.805,5.382000000000001
S100A9,0.0,0.0
PRKG1,0.129,0.154
AC129926.1,0.0,0.0
AL359073.1,0.0,0.0
UNC93B1,4.4110000000000005,3.9339999999999997
RNY4P7,0.0,0.0
LINC02373,0.10099999999999999,0.106
TMPRSS12,0.0,0.0
NOC2LP2,0.6579999999999999,0.831
CAMSAP2,10.722999999999999,10.606
AC097359.3,0.0,0.0
EPHA5,0.017,0.005
GCNT1,0.82,1.0090000000000001
SOX8,0.028999999999999998,0.02
ATP8B5P,0.037000000000000005,0.043
HSPE1P4,8.162,7.138999999999999
YBX2,11.474,11.667
AC022784.5,0.0,0.069
ELAC1,1.5290000000000001,1.4409999999999998
SSB,54.836000000000006,56.028999999999996
LTBP3,5.052,4.663
AL359834.1,2.404,2.603
SELENOTP2,0.0,0.126
RNU6-1315P,0.43,0.45299999999999996
AC005329.3,0.031,0.033
HSD17B3,0.025,0.035
RNU6-1294P,0.0,0.0
AC112503.1,0.109,0.0
GIPC2,0.126,0.092
PRDM14,0.0,0.0
AC064836.3,0.696,1.1340000000000001
AL009183.1,0.0,0.0
LINC02471,0.0,0.0
PERP,14.677,14.079
PTGIS,0.015,0.0
TMEM94,5.312,4.996
ATXN2,6.0489999999999995,6.189
TPT1P8,0.0,0.0
CENPM,15.632,14.873
AC244517.9,0.0,0.0
SNORD118,2.544,2.344
AC093459.1,0.128,0.22399999999999998
DELE1,9.701,9.327
LINC01513,0.0,0.0
AIFM1,27.028000000000002,25.818
CXCL13,0.0,0.0
AL451164.1,0.0,0.0
AC067942.1,0.285,0.225
AL136982.5,0.0,0.0
LINC01913,0.0,0.0
ZSCAN4,0.0,0.0
PTCHD3,0.0,0.0
KRT79,0.025,0.018000000000000002
AC011284.1,0.0,0.0
AC083841.1,0.0,0.0
Z97192.2,0.107,0.057
AP002990.1,74.081,73.217
UPK3B,0.016,0.017
MIR34B,0.0,0.0
RF00019,0.0,0.0
CST12P,0.0,0.0
ZSCAN9,4.635,5.207999999999999
RF00019,0.0,0.0
RF01210,0.0,0.0
MIR4744,0.0,0.0
ATP5MC1P6,0.0,0.0
AC092638.1,0.033,0.0
OR5K2,0.0,0.0
MIR6832,1.1840000000000002,2.181
AL451046.2,0.0,0.0
AC005562.2,0.0,0.0
HSFX2,0.0,0.0
CLK1,7.64,8.003
RPGR,2.1109999999999998,2.228
AL355877.2,0.0,0.0
AL136146.2,0.0,0.0
AL390719.3,0.0,0.0
AC096736.3,0.0,0.0
SMIM18,0.0,0.0
CEP85,11.305,11.636
TPTE2,0.0,0.0
AC093158.1,0.0,0.0
LIPE-AS1,0.932,0.9279999999999999
CARS-AS1,0.016,0.017
SOX6,0.039,0.046
KANSL1L,0.87,1.185
AL391099.1,5.697,6.0
SCIN,0.011000000000000001,0.012
AC018529.1,0.0,0.0
THUMPD3,10.97,10.790999999999999
DYNLT1,24.833000000000002,24.163
CPZ,0.0,0.0
CYP2B6,0.0,0.0
AL118557.1,0.0,0.0
H3.Y,0.0,0.0
GCNT7,0.0,0.0
MPP1,1.643,1.663
AC011825.4,0.8109999999999999,0.38
LINC01031,0.0,0.0
AL133346.1,1.3769999999999998,1.8130000000000002
ZNF542P,17.917,18.266
YIPF4,5.978,6.079
LINC00535,0.37799999999999995,0.27699999999999997
AC004584.2,0.0,0.0
LINC01044,0.0,0.0
MARS,79.222,79.91
AF230666.2,0.235,0.062
SLC47A2,0.0,0.0
PRSS51,0.0,0.0
AC011472.5,0.0,0.0
AL162727.1,0.0,0.0
RF00019,0.0,0.0
AC103564.1,0.0,0.0
MIR4304,0.0,0.0
ZNF813,1.235,1.308
HLF,0.006,0.006999999999999999
PRKAG1,19.717,19.000999999999998
AL353581.1,0.0,0.0
AP002371.1,0.0,0.0
FLI1,0.451,0.386
AC004691.2,0.195,0.17600000000000002
YTHDF3-AS1,3.264,3.438
PCDHGB8P,0.015,0.062
BLOC1S4,17.076,14.376
PKDCC,0.196,0.22899999999999998
LINC00705,0.0,0.0
ZNF879,0.845,1.0290000000000001
FZD4,0.865,0.735
NUTF2,28.68,26.969
AL445433.1,0.0,0.524
AC084082.1,0.358,0.5660000000000001
MIR637,2.582,2.04
DTX1,0.0,0.0
RNA5SP532,1.074,0.754
EFL1P1,0.024,0.0
RPS3P2,0.061,0.32
NATD1,3.56,3.568
MAPKAP1,75.601,77.217
AC139426.1,0.0,0.0
HAVCR2,0.02,0.006999999999999999
AC073987.1,0.0,0.0
ARMC10P1,1.246,1.365
KRT18P3,0.0,0.07
AC005234.1,0.0,0.0
POLG2,9.546,9.197000000000001
AL355916.3,0.574,0.374
OR7E156P,0.0,0.0
AC025575.2,0.226,0.159
MIR185,0.0,0.0
PAK2,33.334,34.18
RPL30P3,0.0,0.0
MARVELD2,0.024,0.008
PARK7,129.94799999999998,124.51899999999999
ERHP1,1.375,1.158
MIR31HG,3.718,3.193
AC117500.5,0.07200000000000001,0.0
GNAZ,0.185,0.342
AL136369.1,0.0,0.0
RNU4ATAC17P,0.0,0.0
FGD6,10.093,10.401
GTF2IP14,1.091,0.45899999999999996
AC020765.5,0.0,0.0
RBM22P12,0.0,0.0
PRR13P5,15.328,17.666
TCF24,1.3330000000000002,1.473
GPATCH8,8.822000000000001,9.162
EI24,55.281000000000006,55.43
KPNA2P3,1.0390000000000001,1.0490000000000002
ZFHX2-AS1,0.39299999999999996,0.379
AC006461.1,0.0,0.0
MTCO3P4,0.0,0.0
LINC01233,0.0,0.0
DENR,61.934,63.445
RF00019,0.0,0.0
AC093155.3,4.4030000000000005,5.127000000000001
PADI4,0.0,0.0
LINC01786,1.08,1.225
AC010997.5,0.0,0.0
KATNBL1P1,0.0,0.0
HENMT1,12.014000000000001,13.040999999999999
GTF2H5,5.604,5.837000000000001
OR11H5P,0.0,0.0
NSMCE2,9.374,9.197000000000001
AP006565.1,0.0,0.0
SGK3,6.349,6.541
ZNF367,30.037,30.271
RF00019,0.377,0.0
KIAA0895,1.3359999999999999,1.287
AC078785.2,0.0,0.0
SLAIN1,3.31,3.4960000000000004
TCEAL4,21.289,22.366999999999997
RNA5SP33,0.0,0.0
MIR6798,18.762,13.061
METTL4,5.807,5.653
DDX56,51.415,48.00899999999999
CTXN3,0.0,0.0
AC093525.10,0.027000000000000003,0.028999999999999998
FAM182A,0.0,0.0
FAM245B,0.0,0.0
LARP7,14.022,14.97
MIR634,0.0,0.0
GTF3C3,9.435,9.667
SNORA7A,4.138,4.52
AC239809.3,0.0,0.0
DIAPH3,3.813,3.6180000000000003
CCDC166,0.0,0.0
AC012379.1,0.0,0.0
BX248123.2,0.0,0.0
GORAB,3.445,3.128
TSPYL2,3.109,3.2560000000000002
SNORD2,8.027999999999999,9.756
RN7SL764P,0.0,0.0
LILRB5,0.0,0.0
ZNF230,1.334,1.635
CMTM4,9.092,9.46
ANO1,0.0,0.006999999999999999
UBL4B,0.0,0.0
MRPL22,8.038,7.587000000000001
RALGDS,2.4819999999999998,2.309
AL442003.1,0.0,0.0
HMBOX1,1.767,2.104
RPL7P7,0.061,0.0
CARMIL1,3.65,3.503
CCDC3,0.081,0.061
BX679664.2,0.0,0.0
RFX6,0.0,0.0
NBEAP3,0.0,0.0
UBE2CP1,0.0,0.162
LINC01099,0.0,0.0
MIER2,3.907,3.68
AGKP1,0.0,0.0
AC090124.3,0.0,0.0
EIF4EBP2,12.218,12.035
YBX1P1,20.816999999999997,20.849
SNORD5,9.048,7.992000000000001
CC2D2B,0.016,0.040999999999999995
LGALS8-AS1,0.0,0.0
AL354751.1,0.0,0.024
AC010387.1,0.0,0.0
AL355994.2,0.0,0.064
RF00006,0.0,0.0
CCDC144B,0.534,0.746
GAPDHP71,0.0,0.134
AL590824.1,0.0,0.0
AC027514.1,0.0,0.0
ZNF114-AS1,0.488,0.7190000000000001
TMEM179,0.004,0.017
DSCAM,0.0,0.0
GAPDHP32,0.0,0.045
FUT7,0.0,0.0
DNM1P46,0.043,0.045
CARD9,1.6569999999999998,1.588
SLC45A1,1.284,1.29
CHIAP3,0.0,0.0
AC073316.3,0.0,0.0
CHCHD10,21.713,20.128
GPR183,0.0,0.027000000000000003
AC125603.2,0.0,0.0
AL109614.1,1.831,0.321
AC021683.1,0.0,0.0
DENND5B,10.489,10.552999999999999
SND1,42.673,41.787
AC026150.3,0.0,0.09
OGFR,15.832,15.681
AL513475.2,0.652,0.114
CAPN11,0.0,0.0
RF00019,0.0,0.0
AL358976.1,0.0,0.0
CRAT,16.706,16.133
AC093159.1,0.1,0.0
FMR1-AS1,0.0,0.0
NEPNP,0.0,0.0
AC018946.1,0.0,0.0
PRR15L,0.0,0.0
AC010424.2,0.0,0.0
NAGPA-AS1,0.22699999999999998,0.247
GPR65,0.0,0.0
FRG1-DT,0.129,0.09699999999999999
XXYLT1,1.761,1.9880000000000002
CYB5D1,10.23,10.458
AL691442.1,0.654,0.5379999999999999
AC011447.2,0.151,0.0
SPANXB1,0.0,0.0
AL118508.2,0.0,0.0
A2M-AS1,0.469,0.542
AL035078.1,0.0,0.0
ADGRD1,0.0,0.009000000000000001
TFPI2,6.904,7.235
GPR101,0.0,0.0
LENG1,6.9910000000000005,7.013999999999999
KLLN,0.249,0.22
AC132807.2,0.0,0.0
ENPP7P14,0.0,0.0
HNRNPA1P6,0.0,0.0
UBE2CP3,0.0,0.0
AADACL2,0.0,0.0
CPO,0.0,0.0
MIR4469,1.618,1.136
INPPL1,16.003,16.397000000000002
ZKSCAN2-DT,0.807,0.764
RF00407,2.105,2.7689999999999997
AC023794.1,0.027000000000000003,0.027999999999999997
HSPE1P9,0.0,0.0
PNPO,9.246,8.566
RPS15AP10,0.5579999999999999,0.35200000000000004
STK25,22.142,21.816999999999997
KCNH3,1.4409999999999998,1.4169999999999998
AC100832.1,0.0,0.0
AC116424.1,0.0,0.0
AL008638.2,0.0,0.0
CLCN5,2.76,2.444
TSHR,0.0,0.0
HLFP1,0.0,0.0
ZC3H11B,0.043,0.07200000000000001
AC009303.1,0.363,0.255
RPL12P50,0.0,0.0
AC015468.4,0.0,0.0
PSEN2,1.8030000000000002,1.686
PIK3CD-AS1,0.0,0.0
RPS19,503.98400000000004,486.96
PPIAP19,0.087,0.0
TWF2,38.361999999999995,36.162
C2orf73,0.062,0.016
BX119904.1,0.245,0.387
AC124057.1,0.0,0.0
MTND4LP12,0.0,0.0
GIMAP1-GIMAP5,0.0,0.0
MGST3,2.889,3.01
TMEM141,8.804,8.402999999999999
AC139792.2,0.0,0.076
HRC,0.016,0.0
PABPC1P8,0.0,0.043
AC079316.2,0.0,0.0
LPCAT1,5.468999999999999,5.662000000000001
ANKRD34C-AS1,0.0,0.0
AC117947.1,1.611,1.442
ST20-MTHFS,12.866,12.415
RPS26P52,0.0,0.129
AL110118.1,0.0,0.0
SNORA21B,0.7829999999999999,0.0
BEND4,1.984,1.973
RN7SL782P,0.0,0.0
AC007342.5,0.0,0.0
KCNIP4,0.0,0.011000000000000001
MEX3A,5.287999999999999,5.263
IL18RAP,0.0,0.0
LRRC41,6.115,5.757000000000001
SLC39A14,19.969,20.132
BMF,0.40700000000000003,0.47
ICAM5,6.909,6.421
GID4,5.005,4.798
HIST1H2APS4,1.5019999999999998,1.12
RF00019,0.0,0.0
AC020916.2,0.237,0.0
AL110118.2,16.929000000000002,16.438
PPIAP55,0.174,0.092
GRIK1,0.0,0.0
FAM180A,0.0,0.036000000000000004
CRY2,1.347,1.5130000000000001
UTP4,18.315,18.135
AC089984.1,0.0,0.0
SASS6,7.611000000000001,7.992999999999999
AC131160.1,9.127,8.79
FRRS1L,0.0,0.006
AC107057.1,0.0,0.0
AC099792.1,0.0,0.0
TMEM266,0.0,0.0
AC023469.1,0.0,0.0
AP001271.1,0.0,0.0
DPH1,14.418,13.712
EDEM2,22.595,21.271
AC010503.3,0.0,0.0
AC133644.2,0.0,0.0
SCRN1,57.449,57.394
DDX53,0.0,0.0
AC006504.5,5.437,5.242000000000001
LSM6,5.574,4.967
AC026634.1,0.0,0.0
AL031123.3,0.0,0.0
POLR2K,45.973,46.191
AC134312.6,0.0,0.0
AC010928.1,0.0,0.0
RPS25,249.347,257.743
ACLY,56.798,56.181999999999995
AC012507.2,0.0,0.0
IFT52,13.025,11.74
AC005006.1,0.0,0.0
AC108002.1,0.0,0.0
NBPF13P,0.0,0.0
AL034417.3,0.08199999999999999,0.043
NSFP1,0.507,0.488
MTCO1P54,0.0,0.0
LINC01352,0.0,0.0
MYLK,0.828,0.8909999999999999
AC100812.1,0.514,0.387
PRIMPOL,8.541,8.013
RNU6-920P,0.0,0.488
AP000936.3,0.16699999999999998,0.0
MIR2110,0.568,1.496
LRRC61,0.0,0.011000000000000001
RF00019,0.0,0.0
AL513314.2,0.134,0.0
PCAT18,0.0,0.0
AL645941.3,0.07400000000000001,0.156
MYO7A,0.059000000000000004,0.075
EEF1A1P38,0.12300000000000001,0.19399999999999998
AC244517.10,0.039,0.205
AL662884.3,1.012,1.453
AL163153.1,0.0,0.0
MTCO1P2,0.0,0.0
AC092017.1,0.32299999999999995,0.136
GLT6D1,0.0,0.0
PTRH1,4.6080000000000005,4.021
COX6CP2,0.0,0.0
NOL8P1,0.024,0.0
Z82214.1,0.0,0.0
AP001029.2,0.212,0.281
FER1L6,0.0,0.0
ZNF567,5.773,6.222
AF235103.1,0.0,0.0
AC096721.1,0.0,0.0
AP001207.3,0.0,0.0
AMDHD2,5.348,5.191
AC078846.1,0.584,0.8109999999999999
TTC39C,2.176,2.204
TXNP3,0.0,0.0
GLRB,1.3319999999999999,1.482
AC008667.2,0.0,0.096
MT2P1,83.359,96.12899999999999
TERC,0.079,0.083
CYP4F8,0.0,0.0
VIT,0.0,0.0
AL591895.1,0.857,1.032
AP001782.1,0.0,0.0
PHBP21,2.537,1.636
CDH1,0.0,0.0
APLP1,15.012,15.478
GGTLC1,0.0,0.0
RNA5SP386,0.0,0.0
PCDHB9,0.068,0.09699999999999999
AC005099.1,0.0,0.07400000000000001
AC008794.1,0.0,0.0
ITIH5,0.0,0.0
SCGB2B2,0.221,0.21
AC012358.1,0.047,0.049
ZBTB20-AS2,0.0,0.0
RNU6-92P,0.0,0.0
AL391152.1,0.162,0.085
RF02180,0.192,0.606
AC008170.1,0.0,0.0
LINC02604,1.746,2.374
GPALPP1,1.419,1.382
ITCH-AS1,0.0,0.0
AC124068.1,1.9480000000000002,2.515
RN7SL504P,0.0,0.0
LEP,0.0,0.0
RPL22P6,0.11,0.0
AC002558.3,0.046,0.07200000000000001
CRCP,27.113000000000003,26.425
MIR92B,0.222,0.23399999999999999
PRXL2AP1,0.0,0.0
RPL26P29,0.09699999999999999,0.0
AD000671.2,6.563,5.968
SH2D1A,0.0,0.0
KIAA1324,0.037000000000000005,0.044000000000000004
XRCC3,15.32,15.124
AC010531.5,0.0,0.0
TUFMP1,1.265,1.732
AC129492.4,3.983,5.61
POLN,0.927,0.8540000000000001
HSPE1P12,0.0,0.0
NUDT5,18.447,18.442
AC140479.5,0.0,0.0
AC087683.1,0.0,0.102
Z99289.2,0.0,0.0
RPL5P32,0.048,0.0
MIR6734,2.193,3.3
NFIB,2.5839999999999996,2.781
AC006027.1,0.0,0.121
AC008734.2,0.0,0.0
GPR75-ASB3,4.452,4.382
AMN,0.10099999999999999,0.08199999999999999
AC073172.1,0.0,0.0
CYCSP26,0.0,0.0
LINC00865,0.0,0.0
AC091133.4,1.868,3.205
AC138409.2,0.175,0.205
AC062028.1,0.0,0.0
SPINT1,0.084,0.076
RF00019,0.0,0.0
AP000866.1,0.325,0.25
TBRG1,7.051,7.188
HCG20,0.031,0.033
ECM1P2,0.0,0.0
SNRPC,130.85399999999998,130.326
AC017104.1,0.0,0.055999999999999994
AC007613.1,0.131,0.10400000000000001
TRIM24,4.357,4.357
CAV2,29.590999999999998,30.291
AC015878.1,0.0,0.0
DPYSL3,22.65,22.473000000000003
KLHDC10,9.211,9.373
RPS21P4,1.7180000000000002,2.352
AL162586.1,0.7020000000000001,0.659
MIR4742,1.003,0.528
AC097467.2,0.0,0.0
AC026803.1,0.0,0.0
CCDC39-AS1,0.0,0.0
AC098799.1,0.0,0.0
IKBKE,0.787,0.9059999999999999
AC022733.1,0.0,0.0
MILR1,0.023,0.124
AC103719.1,0.0,0.0
GGT7,7.955,8.272
AL162231.1,1.186,0.8809999999999999
MIR6128,0.0,0.0
AL445493.3,0.0,0.0
TOMM20P2,0.0,0.0
BCO2,0.17600000000000002,0.136
AC004832.6,0.0,0.0
RHOU,1.3,1.268
MIR4710,0.0,0.0
AC022872.1,0.0,0.0
CREBRF,0.943,1.0590000000000002
PPIAP29,1.11,0.63
IGBP1P5,0.0,0.0
AL589765.6,0.0,0.0
SMIM11P1,0.0,0.0
HMGN2P18,0.158,0.0
AL590483.3,0.0,0.0
HIRIP3,8.542,9.418
YTHDF2P1,0.10099999999999999,0.177
ADAL,2.548,2.715
CD274,0.135,0.131
