genes,Calu3_polyA_series1-S2-12h-A,Calu3_polyA_series1-S2-12h-B,Calu3_polyA_series2-12h-S2-1,Calu3_polyA_series2-12h-S2-2,Calu3_polyA_series2-12h-mock-1,Calu3_polyA_series2-12h-mock-2
AC008915.1,0.0,0.0,0.0,0.0,0.0,0.0
AL160413.1,0.0,0.0,0.0,0.0,0.0,0.0
AC068792.1,0.0,0.0,0.177,0.0,0.0,0.19899999999999998
AL360182.2,0.0,0.0,0.0,0.0,0.0,0.17600000000000002
TMEM11,7.015,6.943,11.004000000000001,9.87,8.709,10.113
PIGT,7.541,7.02,7.284,6.638,8.575,8.286
ZSWIM2,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D3P5,0.0,0.0,0.0,0.0,0.0,0.036000000000000004
BMPR1AP1,0.223,0.313,0.092,0.057,0.23600000000000002,0.10400000000000001
HIPK2,6.4,5.7860000000000005,1.916,2.323,1.652,1.389
CISD1,13.49,13.605,14.78,14.665,19.593,20.641
BAIAP2L1,21.333000000000002,22.013,22.201,23.691999999999997,19.779,18.179000000000002
CYP27B1,1.033,0.95,1.235,1.2429999999999999,1.172,0.8320000000000001
AC245052.1,0.0,0.0,0.0,0.0,0.0,0.0
AL445309.1,0.0,0.0,0.0,0.0,0.0,0.0
LRRC70,0.124,0.231,0.085,0.084,0.0,0.019
ZNF812P,0.0,0.0,0.032,0.057999999999999996,0.0,0.0
AC073263.1,0.0,0.0,0.045,0.055999999999999994,0.046,0.0
INTS5,16.116,17.445,14.855,14.209000000000001,9.416,9.103
AC021818.1,0.0,0.0,0.0,0.0,0.0,0.066
MSL2,16.697,17.121,16.429000000000002,17.352999999999998,8.463,10.287
PIGZ,1.005,1.5619999999999998,1.821,1.929,2.123,2.3569999999999998
FSHR,0.0,0.0,0.0,0.0,0.0,0.0
AC131210.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-113P,0.0,0.0,0.0,4.39,0.0,0.0
RAD54B,1.6780000000000002,1.643,1.5590000000000002,1.057,1.574,1.386
GATD3A,0.045,0.126,0.13,0.171,0.076,0.24
AL031768.1,0.0,0.0,0.0,0.0,0.753,0.591
PEX14,5.237,5.28,5.606,5.539,5.146,5.452999999999999
NAT8L,0.27399999999999997,0.425,0.364,0.185,0.45,0.466
AC005832.4,23.864,21.42,22.528000000000002,21.534000000000002,23.594,21.164
AC023424.1,0.0,0.0,0.0,0.0,0.0,0.0
Z83820.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR4534,0.0,0.0,0.0,0.0,0.0,0.0
SNHG6,17.969,17.421,35.821,35.249,30.793000000000003,38.626999999999995
AC007920.1,0.0,0.0,0.0,0.0,0.0,0.031
AC093732.2,0.0,0.0,0.26899999999999996,0.0,0.275,0.0
AC108734.2,0.0,0.0,0.0,0.0,0.0,0.0
U62317.2,0.626,1.022,1.078,0.584,0.794,0.242
AL133163.1,0.0,0.0,0.0,0.0,0.079,0.0
CLNS1A,20.997,21.479,28.412,27.046999999999997,30.36,28.031999999999996
CAMK2N1,23.784000000000002,22.335,21.873,21.975,25.368000000000002,26.805999999999997
CPEB2-DT,0.11599999999999999,0.0,0.0,0.0,0.0,0.0
SLC12A1,0.0,0.0,0.0,0.0,0.0,0.006
AC018638.4,3.7260000000000004,1.954,0.6409999999999999,0.868,0.6559999999999999,0.36
AL355863.1,0.0,0.0,0.0,0.0,0.0,0.0
C4BPB,0.7809999999999999,1.482,0.898,1.02,0.47100000000000003,0.802
EBF1,0.0,0.0,0.0,0.013999999999999999,0.024,0.196
AL031985.2,0.0,0.0,0.0,0.0,0.0,0.0
SAV1,9.023,10.423,5.329,5.252999999999999,5.507000000000001,4.87
AL365214.2,0.0,0.0,0.0,0.0,0.0,0.02
AC007547.1,0.0,0.0,0.301,0.0,0.0,0.0
AF117829.1,2.005,2.069,1.379,1.868,0.645,0.8859999999999999
AL049697.1,2.7569999999999997,2.405,2.798,2.57,3.9960000000000004,3.7310000000000003
SNORD70,0.0,0.0,0.0,0.0,0.0,0.0
PTPRN2,0.0,0.0,0.0,0.019,0.015,0.017
AL136382.1,0.0,0.0,0.077,0.0,0.0,0.028999999999999998
AC099681.1,0.0,0.0,0.0,0.0,0.0,0.0
ZNF768,13.001,13.597000000000001,19.743,19.033,16.145,15.77
DLGAP5,14.544,14.717,18.852999999999998,17.151,27.244,25.7
AC211433.1,0.0,0.0,0.0,0.0,0.053,0.057999999999999996
LRRC77P,0.0,0.0,0.0,0.0,0.0,0.0
RFTN2,0.0,0.0,0.025,0.015,0.013000000000000001,0.069
DARS-AS1,0.027000000000000003,0.152,0.23600000000000002,0.152,0.207,0.24
NTPCR,1.036,1.2919999999999998,1.604,1.5219999999999998,1.537,1.6669999999999998
AL138799.4,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD10-IT1,11.382,8.427999999999999,5.0680000000000005,5.784,4.055,4.556
TNFAIP3,67.76,75.583,21.666,29.717,0.826,0.6759999999999999
LINC00189,0.16399999999999998,0.0,0.068,0.0,0.0,0.22899999999999998
EEF1A1P1,0.0,0.33799999999999997,0.1,0.368,0.0,0.22399999999999998
RPL23AP37,0.0,0.0,0.0,0.0,0.0,0.0
AC025750.2,0.0,0.0,0.16399999999999998,0.0,0.168,0.0
ANPEP,0.037000000000000005,0.0,0.061,0.075,0.016,0.034
COX5BP8,0.0,0.0,0.0,0.0,0.0,0.0
ENAM,0.13699999999999998,0.077,0.034,0.083,0.09300000000000001,0.08900000000000001
AC002407.1,0.046,0.0,0.067,0.047,0.02,0.021
AQP5,20.565,22.399,31.809,28.506999999999998,32.754,44.231
C9orf24,0.0,0.0,0.0,0.128,0.0,0.057999999999999996
LINC02340,0.163,0.0,0.134,0.248,0.069,0.075
AC211485.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR8070,0.0,0.0,0.0,0.0,0.0,0.0
RPL7AP3,0.0,0.0,0.0,0.0,0.0,0.0
SRFBP1,21.063000000000002,20.869,11.325999999999999,10.644,8.051,6.683
ZFP1,4.322,5.58,4.961,5.816,3.693,3.548
RNU6-681P,0.0,0.0,0.7090000000000001,0.0,0.0,0.0
DNA2,8.157,8.112,5.417999999999999,4.624,6.357,4.945
DNAJB9,8.161,8.461,5.78,5.112,5.945,4.928
NCDN,12.345999999999998,14.472999999999999,9.01,7.749,10.218,9.636000000000001
AF013593.1,0.12,0.0,0.099,0.0,0.0,0.111
TACC3,12.495,13.03,12.474,13.163,13.341,13.599
PRKXP1,0.47700000000000004,0.6679999999999999,0.526,0.485,0.26899999999999996,0.369
AC008429.2,10.126,7.225,6.996,9.03,10.74,8.533
RNU4-1,3.799,1.771,2.0909999999999997,3.217,0.0,2.937
AP001362.2,1.083,2.424,3.31,2.092,4.211,3.116
LINC01277,0.07200000000000001,0.0,0.03,0.0,0.03,0.0
ZNF37BP,1.236,1.315,1.466,1.38,1.493,1.405
PAIP2,21.145,18.107,32.258,31.456999999999997,40.061,36.434
STXBP2,7.882999999999999,7.715,9.782,10.347999999999999,10.09,10.992
AC242022.2,0.0,0.0,0.0,0.0,0.0,0.0
AL928654.2,0.0,0.0,0.166,0.204,0.0,0.18600000000000003
LYPD8,0.0,0.0,0.021,0.0,0.0,0.0
AC107613.1,0.0,0.0,0.0,0.0,0.0,0.0
NSRP1,9.139,8.001,6.9479999999999995,7.74,5.949,5.446000000000001
RNU6-444P,0.0,0.0,0.0,0.0,0.0,0.0
AC006028.1,0.0,0.0,0.733,0.226,0.375,1.03
PAF1,35.772,38.025,44.486000000000004,47.144,35.099000000000004,36.97
TMSB4Y,0.0,0.0,0.0,0.0,0.0,0.0
MIR6794,0.0,0.0,0.0,0.0,0.555,1.827
VGLL3,2.677,2.862,2.8760000000000003,2.727,2.7889999999999997,2.373
RF00568,0.0,0.0,0.0,0.0,0.0,0.0
AFF3,0.0,0.0,0.0,0.0,0.006,0.013000000000000001
TNRC18,23.689,25.265,12.981,13.227,13.140999999999998,12.262
AL031599.1,0.0,0.0,0.0,0.0,0.0,0.0
PARVA,6.202999999999999,6.12,3.883,4.401,4.298,4.196000000000001
C5orf47,0.0,0.0,0.0,0.0,0.0,0.0
AC011497.2,3.6319999999999997,2.345,2.307,4.401,2.951,2.593
CU638689.4,0.024,0.033,0.039,0.024,0.005,0.033
UBE2FP1,1.9969999999999999,1.117,0.495,1.218,0.0,0.741
AC107973.1,0.0,0.0,0.0,0.0,0.0,0.0
CEP131,6.843,7.492000000000001,7.397,6.587999999999999,6.962000000000001,7.143
TIMM8BP2,0.711,0.0,1.175,0.723,0.301,0.66
AC090519.1,0.0,0.748,0.07400000000000001,0.18100000000000002,0.0,0.0
TEKT3,0.0,0.0,0.0,0.0,0.057999999999999996,0.0
TUBA1B,127.76700000000001,128.87,157.365,134.13,186.44400000000002,187.653
LINC02354,0.0,0.0,0.0,0.0,0.0,0.0
CCDC77,2.766,2.532,2.679,2.7089999999999996,2.146,2.87
RNU6-1161P,3.5010000000000003,2.448,1.445,1.7790000000000001,0.0,1.624
TTLL6,0.07,0.0,0.028999999999999998,0.0,0.015,0.016
COX7A2P1,0.0,0.0,0.0,0.0,0.0,0.0
AC005229.1,0.43700000000000006,0.0,0.0,0.0,0.184,0.0
RAMP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0
BCL2L2-PABPN1,29.124000000000002,33.472,41.04600000000001,36.951,44.347,52.253
ENTPD2,1.15,0.851,1.6469999999999998,1.237,1.514,1.569
MIR4690,0.0,4.162,1.229,0.7559999999999999,1.2570000000000001,1.381
SLC12A2,50.449,51.403999999999996,37.766,37.058,55.257,49.43
RNU6-306P,0.0,0.0,0.0,0.0,0.0,0.0
MAK16,41.766000000000005,43.427,32.149,32.419000000000004,30.63,26.541999999999998
AC010947.1,0.0,0.0,0.0,0.0,0.0,0.0
DOCK11,0.027000000000000003,0.149,0.022000000000000002,0.0,0.034,0.037000000000000005
ACTBL2,0.256,0.179,0.106,0.09699999999999999,0.297,0.14800000000000002
AC109471.1,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P4,0.0,0.0,0.0,0.0,0.0,0.0
LINC02104,0.0,0.0,0.0,0.0,0.0,0.0
AC245054.2,0.0,0.0,0.0,0.0,0.0,0.0
FGFR1OP,1.714,1.525,1.3659999999999999,1.331,1.629,1.507
AC009803.1,0.0,0.0,0.188,0.0,0.096,0.317
AC092745.2,0.0,0.0,0.11900000000000001,0.0,0.0,0.401
AC242426.2,5.349,5.55,4.55,4.504,4.438,4.473
RNU6-1055P,0.0,0.0,0.0,0.0,0.0,0.0
FAM189B,4.436,3.8,5.395,4.914,4.981,4.765
VDAC1P9,0.0,0.0,0.0,0.0,0.0,0.19699999999999998
AC005840.1,0.474,0.662,1.173,0.48100000000000004,1.401,1.318
LINC02447,0.095,0.0,0.02,0.07200000000000001,0.0,0.022000000000000002
AL161935.1,0.0,0.0,0.0,0.0,0.0,0.0
BZW1P2,10.808,10.277999999999999,7.05,7.688,11.050999999999998,8.624
AC005828.3,0.0,0.0,0.0,0.0,0.0,0.0
AP000560.1,0.092,0.0,0.038,0.0,0.039,0.128
OXLD1,12.052,11.705,30.451999999999998,30.165,27.96,33.496
LINC00676,0.0,0.0,0.0,0.0,0.0,0.0
AC113143.2,0.0,0.0,0.0,0.0,0.191,0.0
AC114546.3,0.10300000000000001,0.14400000000000002,0.043,0.0,0.0,0.096
PTGER4P3,0.0,0.0,0.0,0.0,0.0,0.0
RPL7P23,0.7170000000000001,0.0,0.691,0.243,0.303,0.5539999999999999
DENND6A,7.435,7.176,5.2170000000000005,5.569,4.97,4.875
LY6E,144.91,125.23200000000001,119.928,118.37299999999999,93.34100000000001,106.134
LLPH,3.3689999999999998,3.022,3.17,2.747,4.0489999999999995,3.412
TRAPPC10,2.555,3.197,2.449,2.528,2.3609999999999998,1.858
AC013489.2,0.0,0.0,0.0,0.0,0.0,0.0
AC011005.4,0.0,0.0,0.0,0.0,0.0,0.155
FUT11,3.517,3.752,3.5469999999999997,3.574,5.285,5.853
AC245452.1,0.042,0.04,0.037000000000000005,0.026000000000000002,0.026000000000000002,0.037000000000000005
TBC1D2B,5.816,5.422000000000001,4.666,3.838,5.2,4.743
EFCAB11,1.43,0.737,1.225,1.224,1.536,1.5119999999999998
KCNMB2-AS1,0.0,0.0,0.0,0.0,0.045,0.0
AC009127.2,0.0,0.0,0.0,0.0,0.0,0.0
AC006116.8,0.0,0.052000000000000005,0.139,0.057,0.095,0.20800000000000002
AP002884.4,0.0,0.0,0.065,0.0,0.0,0.0
AC108471.1,0.0,0.0,0.0,0.0,0.0,0.0
RPL3L,0.0,0.0,0.027000000000000003,0.0,0.0,0.03
PIPSL,3.0380000000000003,3.3539999999999996,2.354,2.519,3.063,3.239
MIR324,0.0,0.0,0.0,0.0,0.0,0.0
ERVV-1,0.0,0.0,0.0,0.0,0.0,0.0
PLOD2,24.465,24.635,28.366999999999997,30.721999999999998,43.05,43.466
AC105233.4,0.0,0.0,0.0,0.0,0.0,0.0
AL049840.3,10.228,9.4,5.67,4.454,5.926,5.422999999999999
RF00017,0.0,0.0,0.0,0.0,0.0,0.0
RDH10,3.148,3.513,2.198,2.025,2.5469999999999997,2.844
TRIM4,3.103,4.084,3.4810000000000003,3.2089999999999996,2.884,2.4730000000000003
VPS28,15.491,15.569,24.642,23.854,23.478,23.89
RELN,0.055999999999999994,0.02,0.028999999999999998,0.013999999999999999,0.03,0.052000000000000005
EMC1-AS1,0.0,0.0,0.29100000000000004,0.358,0.446,0.327
SRD5A3,4.702,4.655,5.153,5.2010000000000005,6.487,6.042000000000001
COL17A1,0.379,0.442,0.073,0.141,0.251,0.152
DYM,5.462999999999999,5.472,5.1610000000000005,4.914,5.3229999999999995,5.0569999999999995
DCSTAMP,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP383,2.9760000000000004,2.081,1.229,2.2680000000000002,0.629,0.69
AVPR1B,0.0,0.0,0.073,0.036000000000000004,0.045,0.033
SCAND3P1,0.0,0.0,0.0,0.086,0.0,0.0
MTSS1L,4.512,4.457,3.075,2.875,3.661,3.464
DYNLT3P2,1.21,1.693,1.749,3.075,2.557,1.4040000000000001
AC002398.2,0.0,0.0,0.0,0.0,0.114,0.0
HCRT,0.0,0.0,0.0,0.0,0.131,0.0
AL034428.1,0.0,0.0,0.0,0.0,0.0,0.0
TGM2,108.616,98.80799999999999,56.415,55.03,53.475,49.213
LINC02009,0.061,0.085,0.025,0.0,0.0,0.0
ODC1,86.3,85.44200000000001,101.04700000000001,99.46700000000001,86.54799999999999,88.62200000000001
HTATSF1,29.515,30.57,32.235,32.547,33.855,35.656
SLFN12L,0.114,0.032,0.038,0.081,0.019,0.042
AC245140.3,0.0,2.2030000000000003,0.217,0.534,0.6659999999999999,0.975
AL645944.2,0.0,0.0,0.0,0.0,0.0,0.0
STX18,4.873,4.808,4.8919999999999995,4.851,4.104,4.336
LINC01970,0.0,0.0,0.122,0.15,0.125,0.092
AC012317.1,0.0,0.0,0.0,0.0,0.0,0.0
AP000867.2,0.0,0.0,0.0,0.0,0.0,0.0
MIR4656,0.0,0.0,0.0,0.0,0.0,0.0
BHMT2,0.0,0.0,0.02,0.0,0.0,0.0
RALGPS2,4.98,5.169,5.372999999999999,4.755,5.935,5.848
TRAM2-AS1,0.982,1.3730000000000002,1.3030000000000002,0.9259999999999999,1.422,1.432
AC078864.1,0.349,0.0,0.0,0.0,0.0,0.0
LINC01498,0.0,0.0,0.0,0.0,0.0,0.026000000000000002
RAB21,6.353,6.224,3.932,4.144,3.747,3.964
PTP4A2P2,0.35600000000000004,0.0,0.5870000000000001,0.723,1.202,0.825
AMD1,23.070999999999998,25.408,16.396,16.68,20.204,17.399
BUB1B-PAK6,2.282,1.939,1.681,1.4380000000000002,1.806,1.581
RF00019,3.5010000000000003,0.0,0.0,1.7790000000000001,1.479,0.0
KCTD21,3.15,2.6430000000000002,4.013,4.07,3.992,3.904
AC104576.1,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L4,0.0,0.0,0.042,0.0,0.0,0.047
AL589684.1,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE1,9.774,8.267999999999999,13.502,14.753,13.919,14.09
AC073862.1,0.0,0.0,0.0,0.0,0.0,0.0
HBA2,0.0,0.151,0.0,0.0,0.0,0.2
AC009121.1,0.0,0.0,0.0,0.0,0.0,0.0
AC037479.1,0.28600000000000003,0.0,0.0,0.0,0.121,0.0
OR4C5,0.0,0.0,0.0,0.0,0.0,0.084
C9orf50,0.0,0.0,0.0,0.0,0.0,0.0
AL117342.1,0.0,0.0,0.0,0.0,0.0,0.0
AL603865.1,0.0,0.0,0.0,0.067,0.0,0.061
LINC00571,0.0,0.0,0.0,0.0,0.064,0.0
FZD5,13.444,14.048,6.807,8.21,3.965,4.2010000000000005
RNU6-178P,0.0,0.0,0.0,0.0,0.0,0.0
YWHAQ,140.274,143.944,118.55,110.305,161.799,138.252
AL121845.2,9.04,7.316,7.632000000000001,6.707999999999999,5.107,5.89
AP001324.1,47.434,36.924,110.10600000000001,115.734,73.737,77.229
RF00017,0.0,0.0,0.0,0.0,0.292,0.0
AC100788.2,0.0,0.0,0.0,0.0,0.026000000000000002,0.028999999999999998
KANSL2,6.644,7.4479999999999995,8.708,9.699,6.2379999999999995,5.504
SAA4,0.85,1.784,0.293,0.21600000000000003,0.12,0.32899999999999996
FHDC1,1.056,0.985,0.34700000000000003,0.48200000000000004,0.45799999999999996,0.528
AC074198.1,0.0,0.0,0.0,0.0,0.0,0.0
FAM99B,0.0,0.0,0.0,0.0,0.0,0.0
AL359878.1,1.115,0.805,0.386,0.384,0.258,0.2
ZBTB41,4.129,4.6080000000000005,2.987,2.734,2.864,2.806
SGO2,6.425,6.976,6.48,5.756,6.452999999999999,5.935
FAM217B,5.682,5.345,4.747,4.3389999999999995,5.167000000000001,4.27
WBP2,11.872,11.378,17.68,15.879000000000001,18.654,19.639
AC023632.5,0.0,0.0,0.0,0.0,0.0,0.337
RPL21P131,0.0,0.0,0.0,0.188,0.0,0.172
DNMT3L,0.0,0.0,0.0,0.0,0.0,0.0
ORC6,11.105,10.605,7.151,6.653,7.055,6.593999999999999
GPR162,0.0,0.0,0.0,0.0,0.012,0.0
AC131956.1,0.0,0.0,0.0,0.0,0.0,0.0
ALG11,2.611,2.4730000000000003,1.294,1.265,1.805,1.6159999999999999
MIR6766,0.0,5.202000000000001,1.536,2.52,0.524,1.15
SEL1L2,0.0,0.0,0.0,0.0,0.0,0.0
AL356309.2,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD62P1-PARP4P3,0.0,0.0,0.0,0.0,0.0,0.0
PCDHA1,0.551,0.43700000000000006,0.35700000000000004,0.38799999999999996,0.363,0.401
DGKZP1,1.544,2.339,1.381,1.6669999999999998,1.2770000000000001,1.3730000000000002
FBXL8,1.94,1.835,2.309,1.7690000000000001,2.363,2.515
FAM219A,2.927,3.697,3.995,4.006,4.0089999999999995,4.4239999999999995
SNORD116-23,0.0,0.0,0.0,0.0,0.0,0.0
ARPC3P5,0.0,0.46799999999999997,0.276,0.0,0.141,0.155
IL12A-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ATP12A,0.04,0.11199999999999999,0.11599999999999999,0.08199999999999999,0.034,0.22399999999999998
TUBB4BP5,0.0,0.0,0.0,0.0,0.0,0.0
AC023194.1,0.0,0.0,0.0,0.0,0.245,0.0
AL450322.1,0.0,0.0,0.47100000000000003,0.0,0.24100000000000002,0.0
RF00017,0.0,0.935,0.276,0.34,0.28300000000000003,0.31
RPL37P15,0.0,0.0,0.0,0.0,0.0,0.289
CCNB1IP1P1,0.0,0.0,0.0,0.0,0.0,0.0
MARK2P15,0.0,0.0,0.0,0.0,0.0,0.0
RASA2-IT1,0.0,0.0,0.0,0.0,0.0,0.0
AC012456.1,0.0,0.0,0.0,0.0,0.0,0.0
CETN2,16.762,21.111,31.886,32.703,42.532,41.288000000000004
AP001767.3,0.0,0.0,0.16899999999999998,0.0,0.0,0.0
SLC4A1,0.0,0.0,0.0,0.0,0.0,0.016
AL512353.2,0.091,0.127,0.0,0.046,0.0,0.042
AL356273.2,0.0,0.0,0.0,0.0,0.155,0.17
AL117335.1,0.33299999999999996,0.155,0.138,0.055999999999999994,0.141,0.052000000000000005
AC110769.3,0.0,0.0,0.0,0.0,0.0,0.0
SUMO1P2,0.0,0.0,0.0,0.0,0.0,0.0
C3orf86,0.07400000000000001,0.0,0.153,0.452,0.47,0.10300000000000001
AC027329.1,0.0,0.0,0.0,0.0,0.0,0.019
AL512430.3,0.0,0.0,0.0,0.0,0.0,0.0
GCHFR,1.085,1.855,2.937,2.573,4.024,4.251
AL138831.1,0.0,0.0,0.0,0.434,0.0,0.0
AC093157.1,1.383,1.8459999999999999,1.999,1.757,1.966,1.546
AC018442.1,0.0,0.0,0.036000000000000004,0.0,0.037000000000000005,0.0
AC018712.1,0.0,0.0,0.0,0.0,0.0,0.0
KATNBL1,2.955,3.0060000000000002,2.7319999999999998,2.668,2.765,2.255
THSD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0
APOBR,0.141,0.131,0.0,0.0,0.04,0.0
LINC02443,0.0,0.0,0.0,0.0,0.0,0.0
AC087235.2,0.0,0.0,0.0,0.0,0.0,0.0
GABARAP,17.297,15.615,34.816,34.728,33.64,35.664
AL445228.2,0.0,0.0,0.155,0.381,0.0,0.174
MXRA5,0.237,0.17800000000000002,0.023,0.037000000000000005,0.0,0.0
KLHL42,3.762,3.4530000000000003,1.98,1.804,1.9069999999999998,2.1919999999999997
PDLIM7,42.784,44.138999999999996,68.293,57.806000000000004,71.108,67.347
FAM13B,9.258,10.27,5.912000000000001,6.023,4.809,4.538
MIR6804,0.0,3.6719999999999997,3.252,1.334,3.883,3.045
RPS16P8,0.0,0.0,0.0,0.0,0.0,0.0
AC005529.1,0.0,0.0,0.0,0.0,0.261,1.72
GRAMD1B,0.43,0.585,0.46399999999999997,0.516,0.7170000000000001,0.754
AC000095.2,0.0,0.0,0.0,0.0,0.0,0.0
AC007032.1,0.632,0.59,1.218,1.285,0.534,0.5870000000000001
DYNLL1P2,0.0,0.0,0.0,0.0,0.0,0.0
BACE2-IT1,0.0,0.0,0.0,0.0,0.0,0.0
BANCR,0.0,0.0,0.0,0.0,0.0,0.0
AL590135.1,0.0,0.0,0.0,0.0,0.0,0.0
MTDH,15.62,15.282,10.286,9.929,11.168,10.559000000000001
APCS,0.0,0.0,0.0,0.098,0.08199999999999999,0.179
CCNE2,4.71,4.032,2.582,2.3930000000000002,3.637,3.1839999999999997
RPL30P13,0.0,0.0,0.0,0.0,0.0,0.0
AC090079.2,0.0,0.0,0.0,0.0,0.0,0.0
AC004997.1,5.121,5.22,9.55,8.262,8.783,8.477
GAD2,0.0,0.0,0.0,0.0,0.0,0.0
CFAP57,0.5579999999999999,0.866,0.166,0.37799999999999995,0.14400000000000002,0.14400000000000002
OR9H1P,0.0,0.0,0.0,0.019,0.031,0.085
AL357054.3,0.0,0.0,0.0,0.0,0.0,0.0
LRRC1,8.232999999999999,9.068999999999999,7.31,8.219,6.111000000000001,6.642
AC110597.1,0.337,0.079,0.395,0.4,0.23800000000000002,0.287
CDK13,5.135,5.528,4.399,4.466,3.08,2.9210000000000003
PLCH1-AS2,0.43799999999999994,0.0,0.0,0.0,0.0,0.0
LINC01482,0.0,0.0,0.0,0.0,0.0,0.11199999999999999
FAM50B,4.4,4.3580000000000005,7.417000000000001,5.356,6.932,6.081
AL078604.1,0.0,0.0,0.0,0.0,0.0,0.0
AC106038.1,0.141,0.19699999999999998,0.11599999999999999,0.024,0.02,0.109
MACC1,30.558000000000003,34.827,18.137999999999998,18.969,15.277999999999999,14.344000000000001
TET2,3.219,3.471,1.6380000000000001,1.757,0.898,0.779
ARHGAP23,20.794,20.15,11.686,12.968,11.54,10.097999999999999
CCT4P1,0.0,0.0,0.0,0.0,0.0,0.0
ARSB,2.508,3.0869999999999997,1.706,1.672,1.865,2.094
ZIC4,0.0,0.0,0.009000000000000001,0.0,0.009000000000000001,0.09699999999999999
TERF1P3,0.0,0.0,0.0,0.0,0.0,0.0
MTCO1P28,0.0,0.0,0.0,0.0,0.0,0.0
NHLH1,0.209,0.0,0.27399999999999997,0.568,0.11800000000000001,0.065
AC078820.2,0.0,0.0,0.026000000000000002,0.0,0.0,0.17600000000000002
ARID3A,0.124,0.035,0.11199999999999999,0.126,0.084,0.195
RNU6-1013P,0.0,0.0,0.0,0.0,0.0,0.0
KPNA5,3.3,3.259,2.215,2.877,1.17,1.335
RNA5SP111,0.0,0.0,0.0,0.0,0.747,0.0
OXCT1-AS1,0.0,0.0,0.036000000000000004,0.17600000000000002,0.0,0.0
WDR17,0.892,0.8320000000000001,0.585,0.546,0.802,0.583
ATP6V1B2,10.763,10.537,10.56,10.751,11.175,10.751
GOLGA7,24.320999999999998,24.224,30.003,29.3,32.353,30.603
EEA1,5.365,5.437,2.963,2.7710000000000004,2.23,1.82
AC015983.1,0.0,0.0,0.0,0.0,0.0,0.0
C7orf26,14.715,16.775,11.284,12.123,11.078,10.065
ANKZF1,3.502,2.326,7.252000000000001,7.369,8.716000000000001,9.732999999999999
HIST1H3A,0.434,0.0,0.359,0.0,0.0,0.0
ARL6IP4,19.165,18.721,34.192,32.345,31.752,34.179
BTF3P7,0.0,0.512,0.151,0.37200000000000005,0.309,0.509
RPS6P20,0.0,0.0,0.0,0.0,0.0,0.0
AC012613.1,0.0,0.0,0.0,0.0,0.0,0.0
AC009303.4,1.071,0.8320000000000001,0.934,1.21,1.207,1.27
AL669831.3,0.0,0.0,0.013000000000000001,0.0,0.0,0.0
AC025278.2,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,7.768,8.562999999999999,6.784,7.07,7.147,7.556
AC008652.1,0.0,0.0,0.0,0.0,0.0,0.0
AC024619.1,0.0,0.0,0.0,0.0,0.0,0.0
AC021321.1,0.642,0.6729999999999999,1.258,1.06,1.6269999999999998,1.1909999999999998
BMP8B,2.6639999999999997,2.846,1.909,1.391,1.985,2.249
OR1F1,0.19,0.265,0.157,0.0,0.16,0.17600000000000002
AC244034.1,0.0,0.0,0.0,0.22899999999999998,0.095,0.0
SLC28A3,5.854,5.524,1.849,3.082,0.924,0.7040000000000001
AC025125.1,0.0,0.0,0.0,0.0,0.0,0.0
AC080080.1,0.664,0.722,1.005,0.6,0.655,0.377
CACNA1E,0.0,0.0,0.012,0.005,0.0,0.040999999999999995
AQP2,0.0,0.0,0.0,0.0,0.0,0.0
AC087294.1,0.353,0.32899999999999996,0.09699999999999999,0.0,0.149,0.273
AC096570.2,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
AC022106.1,0.466,0.0,0.0,0.237,0.0,0.0
AC008764.8,0.526,0.0,0.434,0.33399999999999996,0.278,0.457
AP000533.2,0.0,0.11,0.0,0.0,0.0,0.0
AP001065.1,0.0,0.0,0.114,0.141,0.0,0.0
C20orf203,0.0,0.0,0.015,0.0,0.0,0.049
AC242843.1,0.033,0.0,0.0,0.008,0.013999999999999999,0.008
SIGLEC30P,0.0,0.0,0.0,0.0,0.0,0.0
FRYL,5.928,6.352,3.909,4.276,2.679,2.281
LIPA,28.401,29.254,16.488,19.031,16.951,15.005
TPH1,0.063,0.08900000000000001,0.059000000000000004,0.065,0.04,0.23600000000000002
AL626787.1,0.301,0.0,0.0,0.0,0.0,0.0
AL772307.1,0.084,0.23399999999999999,0.242,0.17,0.165,0.19399999999999998
OR5G4P,0.0,0.0,0.0,0.0,0.0,0.0
MTND6P8,0.0,0.0,0.0,0.0,0.0,0.0
AC012645.3,0.0,0.0,0.0,0.0,0.0,0.0
LINGO4,0.0,0.0,0.0,0.0,0.0,0.0
AP005901.1,0.0,0.0,0.0,0.0,0.0,0.0
