genes,Calu3_polyA_series1-S2-24h-A,Calu3_polyA_series1-S2-24h-B,Calu3_polyA_series1-mock-24h-A,Calu3_polyA_series1-mock-24h-B
RPL5P14,0.0,0.0,0.0,0.0
LMBRD1,5.542000000000001,5.584,7.8629999999999995,7.497000000000001
MKRN1,16.09,15.944,17.639,17.26
MIAT,0.038,0.055,0.044000000000000004,0.025
AC098851.1,0.0,0.0,0.0,0.0
LYZL4,0.0,0.0,0.0,0.053
CTLA4,0.0,0.0,0.0,0.0
TEAD4,11.046,9.899,10.707,10.921
CTXND2,0.0,0.0,0.0,0.0
AP001357.2,0.0,0.0,0.0,0.0
CLDN12,3.8739999999999997,3.9130000000000003,6.093999999999999,5.449
AL138781.2,0.0,0.0,0.036000000000000004,0.0
AC092287.1,0.9690000000000001,2.45,1.131,0.82
AC018639.1,0.508,1.466,1.037,0.614
ZNF680P1,0.0,0.0,0.0,0.0
AC130456.4,0.0,0.0,0.0,0.0
BCRP5,0.0,0.0,0.259,0.0
LINC01948,0.0,0.0,0.534,0.126
AC026495.1,0.0,0.0,0.0,0.0
ZC3HC1,8.346,7.641,6.437,6.1979999999999995
DUX4L26,0.0,0.0,0.0,0.0
ATL1,0.10300000000000001,0.26,0.375,0.435
HIGD2B,0.0,0.0,0.0,0.0
RPS29P3,1.3119999999999998,0.0,0.38299999999999995,0.634
AC092326.2,0.0,0.0,0.0,0.0
ROBO4,0.0,0.0,0.0,0.0
PAPOLG,3.7310000000000003,3.612,2.24,2.322
TMEM160,33.228,36.115,61.281000000000006,63.193999999999996
GPATCH1,6.649,6.1370000000000005,4.888,4.7139999999999995
SIM2,3.138,2.753,1.686,1.7369999999999999
AL049780.3,0.0,0.205,0.124,0.20600000000000002
NEIL1,0.5820000000000001,0.42,0.831,0.774
TIMELESS,17.64,19.052,20.122,19.471
SRL,0.039,0.0,0.0,0.0
BDH1,2.336,2.2769999999999997,3.4139999999999997,3.0439999999999996
AL117348.1,0.0,0.0,0.0,0.0
AL117381.1,0.0,0.0,0.0,0.0
AC010624.3,0.0,0.0,0.0,0.0
DCP1B,2.531,2.495,1.6480000000000001,1.871
STC2,14.353,12.267999999999999,5.129,5.17
ST6GALNAC4P1,0.45,0.0,0.131,0.109
OR10V3P,0.0,0.0,0.0,0.0
AC004975.1,0.0,0.0,0.0,0.0
GSTO2,1.65,1.3219999999999998,2.428,2.476
AL590666.3,0.0,0.0,0.0,0.013000000000000001
LRRC23,1.0659999999999998,0.664,1.942,2.026
C11orf72,0.0,0.0,0.027000000000000003,0.0
PLAC8L1,0.46299999999999997,0.335,0.304,0.22399999999999998
AL928921.1,0.0,0.0,0.0,0.0
AC091230.1,0.017,0.012,0.005,0.004
AC093536.1,1.215,1.17,0.8270000000000001,0.685
AC004022.2,1.163,0.0,0.0,0.0
AL356807.1,0.0,0.207,0.0,0.069
AC100830.1,0.0,0.10099999999999999,0.0,0.034
OXCT1,5.035,5.098,9.455,9.99
FAM187B,0.0,0.0,0.055,0.046
LEPROT,12.552999999999999,12.963,20.261,21.291
LINC02327,0.113,0.0,0.0,0.0
VAMP8,53.65,59.196999999999996,75.283,73.766
AP001271.2,0.0,0.0,0.0,0.0
AC092119.2,0.903,1.195,0.615,0.655
AC007458.1,0.0,0.0,0.17600000000000002,0.0
SLC44A1,8.387,9.185,8.704,9.132
AC253576.2,0.387,0.27899999999999997,0.113,0.748
SSBP2,0.636,0.6890000000000001,1.004,1.1440000000000001
FTH1P16,0.0,0.5870000000000001,1.068,0.39299999999999996
AL353621.2,0.0,0.0,0.0,0.0
AC069222.1,0.067,0.096,0.175,0.129
RF00019,0.0,0.0,0.0,0.522
AC026979.3,1.739,0.251,0.102,0.168
SNX6P1,0.0,0.0,0.0,0.0
AL663109.1,0.0,0.0,0.0,0.0
SMIM24,0.3,0.324,1.136,0.8690000000000001
AC118754.2,0.606,0.43799999999999994,0.531,0.733
SUPT16HP1,0.573,1.2409999999999999,1.776,1.6280000000000001
AP001372.4,0.0,0.0,0.27699999999999997,0.23
PSPHP1,0.0,0.0,0.0,0.0
AC092198.1,0.0,0.0,0.0,0.0
RNU1-22P,0.0,0.0,0.0,0.0
AL034346.1,0.0,0.0,0.0,0.0
ZBTB21,7.626,6.029,2.688,2.665
RPL30P2,0.0,0.0,0.0,0.0
LINC01539,0.0,0.0,0.0,0.0
SOCS5P4,0.0,0.0,0.418,0.242
AL513329.1,0.342,0.247,0.1,0.083
AP002008.3,0.0,0.0,0.0,0.0
SECISBP2,3.0180000000000002,2.988,2.542,2.6919999999999997
AC023394.2,0.0,0.0,0.0,0.0
LINC01749,0.0,0.0,0.0,0.013999999999999999
AC004801.1,0.623,0.45,0.364,0.151
AC066613.2,0.0,0.0,0.11699999999999999,0.0
PRDM7,0.0,0.0,0.0,0.0
AC006927.4,0.0,0.0,0.0,0.0
AC004852.3,0.0,0.0,0.0,0.0
RN7SL743P,0.0,0.0,0.0,0.0
AC003957.1,0.0,0.0,0.0,0.0
AC009159.1,0.0,0.0,0.0,0.0
EEF1D,56.25,55.163000000000004,55.992,57.773
PANX2,0.36200000000000004,0.836,0.76,0.63
AC016394.1,1.432,1.896,2.3680000000000003,2.251
AC100827.4,0.0,0.332,0.054000000000000006,0.0
CCNK,9.908999999999999,9.087,8.396,7.689
RPL7P28,0.0,0.0,0.0,0.0
AL121949.1,0.0,0.0,0.0,0.0
AL161747.1,0.0,0.0,0.366,0.0
KDM5A,6.087000000000001,5.909,4.777,4.882
HID1,8.4,8.602,13.895,14.243
SIGLEC22P,0.0,0.0,0.0,0.0
MIR128-2,0.0,0.0,0.0,0.0
RN7SL131P,0.0,0.0,0.0,0.212
SUMO2P17,0.25,0.361,0.146,0.06
DCUN1D2-AS,0.0,0.0,0.0,0.0
IFT81,2.211,2.129,2.7310000000000003,2.852
RN7SKP9,0.0,0.0,0.21899999999999997,0.0
DDX11L9,0.0,0.0,0.0,0.0
AC005034.6,0.0,0.043,0.018000000000000002,0.028999999999999998
APOL4,2.204,2.48,0.075,0.11800000000000001
AL513548.1,0.0,0.0,0.019,0.0
TAF4B,3.41,3.9339999999999997,2.573,2.705
CCDC30,0.05,0.132,0.182,0.161
SIGLEC12,0.0,0.0,0.0,0.0
AC011233.2,0.0,0.0,0.0,0.0
ZNF256,3.1519999999999997,3.304,3.115,2.9
AL008718.1,0.0,0.0,0.0,0.0
AC007344.1,0.0,0.0,0.0,0.02
AL138999.1,0.0,0.0,0.131,0.0
SPP1,383.21,405.717,645.4,645.0269999999999
SUPT7L,12.376,11.437999999999999,7.31,7.629
FETUB,0.0,0.0,0.09699999999999999,0.107
MIR151A,0.0,0.0,0.0,0.0
SLC25A15P5,0.0,0.0,0.0,0.0
RPL7AP58,0.0,0.0,0.0,0.0
AC099684.2,0.0,0.0,0.0,0.0
USP24P1,0.0,0.0,0.0,0.0
RPSAP27,0.0,0.0,0.0,0.0
SLN,0.0,0.0,0.036000000000000004,0.06
LINC00954,0.047,0.034,0.013999999999999999,0.0
GSTA11P,0.0,0.0,0.0,0.0
AC061999.1,0.0,1.831,0.0,0.0
HMGN1P20,0.0,0.0,0.0,0.18100000000000002
AP000553.1,0.513,1.038,1.827,2.01
AC020922.1,0.037000000000000005,0.053,0.011000000000000001,0.0
PLEKHG4B,0.034,0.012,0.044000000000000004,0.008
EFNA5,16.637999999999998,15.004000000000001,19.764,18.442
RPL23AP35,0.0,0.0,0.0,0.0
AL451142.2,0.0,0.0,0.0,0.0
AICDA,0.0,0.0,0.021,0.035
EN2,0.46299999999999997,0.28600000000000003,0.231,0.20800000000000002
MIR6882,1.7,2.455,0.992,0.41100000000000003
PMP2,0.0,0.0,0.0,0.0
BCLAF1,13.84,14.328,17.165,17.732
SKOR2,0.0,0.0,0.0,0.0
AL161725.2,0.0,0.0,0.0,0.0
SNORD104,32.054,37.034,27.127,16.275
RF00019,2.04,0.0,0.0,0.493
AC246785.2,0.0,0.0,0.0,0.0
EIF4G1,149.892,153.486,129.317,136.874
AC020551.1,0.0,0.0,0.0,0.0
AC097652.1,0.0,0.0,0.0,0.0
AC112229.4,0.0,0.0,0.0,0.0
TEX41,0.0,0.0,0.004,0.004
KCNK12,0.0,0.0,0.0,0.0
AC135178.3,0.0,0.0,0.0,0.039
VPS37D,0.97,0.3,1.334,1.206
AC004160.1,0.0,0.0,0.012,0.0
RHOQ,1.607,1.538,1.916,1.942
MTA2,37.229,40.344,36.482,36.806999999999995
AL031848.2,0.0,0.0,0.078,0.19399999999999998
C19orf33,60.226000000000006,57.41,66.891,68.188
AL022329.2,0.0,0.0,0.0,0.0
ADGRD2,0.0,0.0,0.0,0.01
RN7SKP297,0.0,0.0,0.0,0.0
AC112484.4,0.0,0.0,0.0,0.0
HSP90AB1,1247.173,1322.379,1287.4180000000001,1323.737
AC138207.7,0.336,0.0,0.0,0.081
TREML3P,0.0,0.0,0.067,0.0
AC008738.3,0.0,0.0,0.0,0.0
AC073862.3,0.0,0.0,0.0,0.0
ATP6V0E1P2,0.0,0.0,0.267,0.44299999999999995
RF00156,2.4930000000000003,0.0,0.0,0.0
FER,2.575,3.0989999999999998,3.742,3.5989999999999998
MCC,0.418,0.392,0.396,0.424
HSPA2,2.369,2.0469999999999997,2.766,2.864
TCF12,16.271,16.226,12.374,11.693
SLC27A3,2.01,1.3769999999999998,1.849,1.795
AC105411.1,0.0,0.0,0.0,0.0
BCCIP,13.774000000000001,12.865,16.719,17.653
ANXA8,0.0,0.0,0.079,0.022000000000000002
BAK1P1,0.706,1.274,0.8240000000000001,1.024
SUGT1P1,5.185,3.404,0.55,1.14
RF00099,5.385,11.665999999999999,6.024,8.897
AC104411.1,2.805,1.5190000000000001,0.614,0.848
AC020612.1,0.8290000000000001,0.0,0.484,0.401
PAM,8.599,8.499,18.624000000000002,17.509
AC124276.1,0.0,0.0,0.073,0.0
FAM200B,2.6319999999999997,1.8159999999999998,2.943,2.59
RPL21P116,0.0,0.0,0.0,0.0
SLC6A16,0.0,0.09,0.055,0.06
DLGAP3,0.055999999999999994,0.441,0.35600000000000004,0.47
INTS2,1.704,1.5019999999999998,1.2830000000000001,1.245
AC234782.2,0.0,0.0,0.302,0.251
AC099791.2,2.102,0.379,0.153,0.127
AC093585.1,0.0,0.0,0.0,0.0
RPS19P1,11.374,11.946,18.105,20.0
PRAMEF9,0.0,0.0,0.0,0.0
CHMP4A,6.835,5.652,6.852,7.151
TAF8,5.68,4.956,3.6460000000000004,2.875
AC090692.1,0.0,0.0,0.0,0.0
YEATS4,25.953000000000003,19.468,20.92,19.067999999999998
RPL7P6,0.0,0.0,0.0,0.07400000000000001
CLEC3A,0.0,0.0,0.022000000000000002,0.0
AC090016.1,0.0,0.0,0.036000000000000004,0.0
LINC02074,0.0,0.0,0.0,0.0
AC091564.3,0.785,1.133,0.9159999999999999,0.885
EIF4A1P3,0.0,0.0,0.0,0.0
LINC01428,0.0,0.0,0.0,0.0
RNU6-240P,0.0,0.0,0.0,0.0
LINC02619,0.0,0.0,0.0,0.0
SOCS5,4.434,4.727,4.257,4.349
ZNF75D,1.706,2.1319999999999997,1.896,1.8330000000000002
AF178030.1,0.0,0.0,0.0,0.0
PARP8,8.017000000000001,8.675,3.227,3.404
COQ2,9.706,7.885,7.034,7.607
AC010327.1,1.266,0.665,2.2159999999999997,2.365
AC139718.1,0.0,0.0,0.0,0.0
RPL31P33,0.0,0.0,0.0,0.0
THOC5,7.676,7.455,8.145,8.318
PABPC1P1,0.38,0.0,0.111,0.092
NKAIN4,0.087,0.063,0.0,0.021
AC037441.1,0.0,0.0,0.0,0.0
CSGALNACT1,1.944,2.093,1.5719999999999998,1.575
AL031666.3,0.223,0.0,0.13,0.10800000000000001
AL663070.1,0.9279999999999999,0.0,0.09,0.075
RF00019,0.0,0.0,0.0,0.0
AP000769.2,0.0,0.409,0.0,0.0
PPP2R5E,7.94,7.745,11.144,9.788
FAM183BP,0.281,0.406,0.0,0.102
LYZL2,0.0,0.0,0.0,0.0
SNORD126,0.0,0.0,0.0,0.0
AC015712.4,0.34700000000000003,0.297,0.5770000000000001,0.466
SHISAL1,0.0,0.0,0.0,0.0
RUNX2,0.247,0.514,0.055999999999999994,0.06
AC080013.6,0.0,0.754,0.609,0.0
NEK6,6.652,7.296,12.432,13.074000000000002
AC005740.2,0.0,0.0,0.156,0.0
PCDH9,0.33399999999999996,0.34600000000000003,0.14800000000000002,0.13699999999999998
C17orf51,0.455,0.526,0.42,0.385
GUSBP4,0.0,0.0,0.0,0.309
AC073842.2,0.392,0.0,0.5720000000000001,0.569
AC093072.1,0.0,0.0,0.0,0.0
NPIPB2,0.0,0.0,0.096,0.02
AL139317.2,0.0,0.0,0.0,0.34299999999999997
IMPDH1P8,1.177,0.212,0.386,0.711
AL391121.1,0.166,0.12,0.09699999999999999,0.04
AC091544.4,0.0,0.0,0.051,0.0
AC002464.1,0.0,0.0,0.0,0.0
UBTFL6,0.0,0.0,0.0,0.0
AC104012.1,0.0,0.0,0.0,0.0
RPL15P1,0.0,0.0,0.0,0.0
AL121845.1,0.0,0.0,0.556,0.34600000000000003
CYTH3,13.251,12.581,21.105,19.437
ABT1,19.441,17.782,15.062999999999999,16.277
TMED2,71.241,76.594,108.973,110.22399999999999
IFNL1,816.297,681.222,0.084,0.28
AP003717.2,0.0,0.0,0.146,0.06
CCT8,81.06,84.963,85.45100000000001,88.493
AC109583.2,0.0,0.0,0.508,0.42100000000000004
ACMSD,0.083,0.0,0.096,0.1
AL513548.3,0.057,0.0,0.0,0.0
GPD2,14.937999999999999,12.437000000000001,17.546,16.907
AC010325.1,0.0,0.195,0.079,0.0
VAMP4,2.07,1.8519999999999999,1.9040000000000001,1.7080000000000002
FAM95C,0.266,0.429,0.972,0.951
AC114267.1,0.10099999999999999,0.0,0.059000000000000004,0.11
CD81,30.346,32.584,36.238,37.565
NIPAL1,8.062999999999999,7.6370000000000005,6.523,6.138
CADPS,0.061,0.033,0.036000000000000004,0.018000000000000002
AL138999.2,0.0,0.0,0.0,0.0
XKR4,0.0,0.0,0.0,0.0
USP50,0.11800000000000001,0.0,0.034,0.027999999999999997
GK3P,0.12,0.0,0.0,0.028999999999999998
AC109811.2,0.0,0.0,0.0,0.0
HNRNPDLP4,0.0,0.0,0.0,0.0
AC009474.1,0.0,0.0,0.0,0.0
RF02101,0.0,0.0,0.0,0.113
C11orf96,1.521,0.929,0.205,0.057
SIRPB3P,0.0,0.0,0.0,0.0
FAM53C,19.793,20.105999999999998,11.58,11.456
RPL23AP38,0.0,0.0,0.0,0.0
THUMPD2,6.691,6.103,5.207000000000001,5.279
ASNSP6,0.0,0.0,0.0,0.0
RN7SL434P,0.0,0.0,0.0,0.4
AC112694.2,0.584,0.42200000000000004,0.512,0.212
AC116407.2,4.696000000000001,6.593999999999999,0.609,0.37799999999999995
AC233968.1,0.0,0.0,0.0,0.0
NPEPPS,15.904000000000002,16.908,15.728,14.770999999999999
PUSL1,7.209,6.127999999999999,7.483,7.611000000000001
ADAM7,0.0,0.0,0.0,0.0
LDLRAD3,3.6289999999999996,4.1080000000000005,4.58,5.04
AC106729.1,0.0,0.0,0.0,0.0
AC022413.2,0.159,0.23,0.0,0.039
RF01210,0.0,0.0,0.0,0.0
RSU1,9.517000000000001,11.192,17.679000000000002,17.066
SMIM40,13.255999999999998,15.875,13.964,14.513
AC254562.2,0.336,0.0,0.196,0.0
IL9RP3,0.0,0.09699999999999999,0.078,0.113
GALNS,2.804,3.0660000000000003,3.102,3.345
KRT77,0.0,0.0,0.0,0.013999999999999999
EAF2,1.3940000000000001,2.105,2.553,2.053
OR4Q3,0.0,0.0,0.0,0.0
RPS27AP3,0.0,0.0,0.0,0.0
TEDDM1,0.0,0.0,0.0,0.022000000000000002
AC005840.2,0.871,1.4380000000000002,0.726,0.511
LINC01743,0.0,0.0,0.0,0.0
GPR150,0.0,0.0,0.096,0.026000000000000002
AC139530.2,1.8159999999999998,2.623,2.02,2.168
RPL29P2,0.0,0.0,0.0,0.0
VSIG1,0.35700000000000004,0.602,1.3719999999999999,0.9359999999999999
DAD1,87.86399999999999,90.059,136.638,139.935
MAGEB3,0.0,0.0,0.0,0.0
HLA-U,15.079,35.131,29.923000000000002,3.792
OR4C3,0.0,0.0,0.0,0.0
RF01293,0.0,0.0,0.0,0.0
AC009169.1,0.0,0.0,0.0,0.0
AC092451.2,0.0,0.24600000000000002,0.19899999999999998,0.0
RAB27B,8.625,9.331,10.782,10.912
AC108693.1,0.519,0.0,0.152,0.251
FAM53A,0.5820000000000001,0.612,0.649,0.486
AC105402.1,0.0,0.0,0.0,0.0
SRSF3,68.813,67.217,58.405,61.802
OR4D6,0.0,0.0,0.0,0.0
RPL35AP35,0.0,0.0,0.192,0.159
OR6K5P,0.0,0.0,0.0,0.0
AL445928.2,0.0,0.043,0.0,0.0
AC244093.1,0.276,0.19899999999999998,0.24100000000000002,0.067
FGF12-AS3,0.7709999999999999,1.114,0.0,0.373
SERINC4,0.113,0.218,0.0,0.0
PRDM6,0.243,0.316,0.021,0.018000000000000002
FNBP1,1.02,1.031,0.9129999999999999,0.945
DEDD,11.215,10.51,11.280999999999999,11.210999999999999
LINC02014,0.315,0.22699999999999998,0.092,0.228
NF1P4,0.0,0.0,0.0,0.0
MEFV,0.233,0.303,0.013999999999999999,0.011000000000000001
THAP9-AS1,8.241,7.204,6.329,6.587999999999999
AREG,258.129,260.103,101.40899999999999,107.54
MAPRE1,139.951,144.567,185.218,186.356
GGTLC2,0.0,0.11599999999999999,0.0,0.0
RAP1B,2.545,3.283,3.141,3.179
TERF2,6.571000000000001,6.729,5.195,5.118
SLC12A8,2.972,2.639,2.977,2.549
ATXN7,4.716,4.665,2.8369999999999997,2.762
CRNDE,0.8440000000000001,0.998,2.285,2.051
AC026471.3,0.0,0.561,0.34,0.188
SNRPGP15,0.0,0.0,0.0,0.489
TOPBP1,26.511,27.44,30.686999999999998,29.916999999999998
CLSTN3,6.632000000000001,7.371,9.686,9.589
ZFX,8.863999999999999,8.193,5.231,4.8919999999999995
AC004949.1,0.0,0.0,0.0,0.0
FCRLB,0.26,0.313,0.48,0.523
NKX2-6,0.0,0.0,0.0,0.06
ARHGEF40,2.3280000000000003,2.3930000000000002,3.077,2.635
AL954705.1,0.0,0.0,0.23399999999999999,0.38799999999999996
CATSPERB,0.358,0.561,0.616,0.568
AC080075.1,0.0,0.379,0.153,0.254
AC092723.2,0.0,0.0,0.0,0.0
AL109615.3,0.195,0.423,0.086,0.307
LYPD4,0.0,0.0,0.0,0.025
RBMS3,0.165,0.102,0.011000000000000001,0.027000000000000003
COL5A2,0.39899999999999997,0.133,0.081,0.08199999999999999
AC095031.1,0.0,0.0,0.292,0.0
PPP1R2P10,0.0,0.0,0.0,0.0
AC018832.1,0.0,0.0,0.0,0.0
AP002856.2,0.0,0.0,0.0,0.0
AL139254.3,0.0,0.0,0.0,0.08
SNRK,11.282,10.978,6.688,6.193
SSX5,0.0,0.0,0.0,0.0
CDK5RAP3,11.372,13.011,16.47,15.868
AC006538.2,7.438,5.669,6.994,6.694
WIPI2,7.294,7.72,8.507,8.811
AC007952.2,0.0,0.105,0.021,0.053
KAAG1,0.0,0.0,0.284,0.196
L3MBTL4,0.0,0.0,0.008,0.006999999999999999
CATSPER4,0.0,0.0,0.0,0.0
BFSP2-AS1,0.0,0.0,0.0,0.0
AC018926.1,0.0,0.0,0.0,0.0
AC007038.1,0.816,0.737,0.953,0.8140000000000001
AC068492.1,0.0,0.0,0.0,0.0
AC104212.2,0.0,0.258,0.10400000000000001,0.259
AC099804.1,0.0,0.0,0.0,0.0
C2orf27AP1,0.0,0.0,0.0,0.0
AC024958.1,0.0,0.0,0.0,0.0
ANGEL1,3.3760000000000003,3.398,4.502,4.352
AL596451.1,0.0,0.0,0.0,0.0
AL121821.2,0.0,0.0,0.0,0.138
PPP1R1C,0.092,0.597,0.36200000000000004,0.389
AC135507.2,0.0,0.0,0.0,0.0
AC231657.2,0.88,0.635,0.514,0.425
ACTG1P22,0.132,0.0,0.0,0.0
SMNDC1,8.077,7.687,6.1770000000000005,6.309
ATOH7,0.0,0.21899999999999997,0.08800000000000001,0.073
LINC01285,0.057999999999999996,0.042,0.017,0.013999999999999999
RNU6-1162P,0.0,0.0,0.0,0.0
RNU2-36P,0.0,0.0,0.0,0.0
LINC02282,0.0,0.0,0.0,0.0
AC005033.1,0.0,0.0,0.0,0.0
DNAI1,0.124,0.045,0.018000000000000002,0.0
AC017099.2,0.0,0.0,0.0,0.0
LINC02243,0.0,0.0,0.0,0.0
AC099552.1,0.0,0.218,0.0,0.073
MRPL43,5.5889999999999995,6.666,10.152999999999999,10.218
FAM161A,4.395,5.084,2.478,2.6830000000000003
AC099789.1,4.774,0.0,0.46399999999999997,1.1540000000000001
EIF1AY,0.0,0.0,0.0,0.0
AC116903.1,0.0,0.0,0.0,0.0
RNU6ATAC20P,0.0,0.0,0.0,0.0
AC089999.1,0.0,0.0,0.0,0.0
AC105415.1,0.0,0.0,0.0,0.0
AC063977.3,0.0,0.0,0.0,0.0
AP001267.5,5.742999999999999,5.516,7.379,7.657
CFL1P3,0.45799999999999996,0.0,0.0,0.111
ATP6V0B,29.788,29.263,27.575,29.041999999999998
JMY,3.2560000000000002,3.082,3.0810000000000004,2.523
CTAGE13P,0.183,0.0,0.054000000000000006,0.111
CCDC188,0.0,0.0,0.0,0.0
AP003467.1,0.0,0.0,0.0,0.0
LINC00900,0.0,0.0,0.0,0.0
AKR1B1P6,0.0,0.0,0.0,0.0
PNMA6A,0.0,0.0,0.14800000000000002,0.147
CCL24,0.364,0.0,0.106,0.08800000000000001
AL353748.1,0.0,0.0,0.0,0.0
AC008840.1,0.0,0.17800000000000002,0.0,0.06
AL359844.1,0.0,0.0,0.0,0.0
FAM71D,0.125,0.162,0.196,0.187
AL445437.1,0.0,0.052000000000000005,0.064,0.035
AC099850.1,0.0,0.0,0.5870000000000001,0.324
RASSF10,3.5469999999999997,3.3939999999999997,2.122,2.316
OR2L1P,0.21899999999999997,0.0,0.0,0.0
CNTD2,0.32899999999999996,0.475,0.128,0.08
GLB1L2,6.117999999999999,5.709,8.086,8.26
MIR1277,0.0,0.0,0.0,0.0
AC112715.1,0.0,0.0,0.0,0.0
HSD17B13,0.0,0.17,0.124,0.046
STPG2,0.0,0.0,0.011000000000000001,0.018000000000000002
AC016716.1,1.268,2.2880000000000003,0.647,0.996
AC078867.1,0.0,0.145,0.0,0.0
ATP6V1E2,0.7190000000000001,0.519,1.037,1.084
KCNK1,11.321,9.381,9.442,9.184
PLIN1,0.059000000000000004,0.085,0.207,0.172
RPL4P4,35.124,35.332,46.662,47.023999999999994
HDAC5,3.093,3.2539999999999996,4.169,3.966
RNU6-344P,0.0,0.0,0.0,0.0
MTATP6P11,0.0,0.725,0.098,0.0
AL138916.2,0.0,0.0,0.0,0.0
CSRP3,0.0,0.0,0.0,0.033
AC090877.1,0.0,0.0,0.0,0.158
SRSF9,54.956,55.25,61.474,62.763999999999996
AC092364.1,0.0,0.0,0.0,0.0
YTHDF1,49.69,49.626999999999995,41.42,42.59
NDUFB1,12.095999999999998,13.102,16.203,13.784
CREB3L2,3.592,3.4589999999999996,4.87,4.158
AL031985.4,0.0,0.0,0.0,0.0
AC025822.2,0.0,0.0,0.0,0.0
AC068870.1,0.091,0.0,0.0,0.022000000000000002
MIR4293,0.0,0.0,0.0,0.0
INHCAP,0.0,0.14,0.027999999999999997,0.012
TSPAN1,8.615,8.067,15.168,14.466
FOXE1,1.944,2.012,1.551,1.645
CROCCP4,0.0,0.0,0.0,0.0
EPHA5-AS1,0.0,0.0,0.0,0.0
AL442003.2,1.9180000000000001,1.385,0.895,0.772
FEV,0.11,0.0,0.0,0.0
ATP5MF-PTCD1,5.115,5.393,5.909,6.312
AL137782.1,4.511,4.809,3.44,3.343
DLK2,0.201,0.652,0.615,0.7040000000000001
NLRP5,0.0,0.0,0.0,0.0
AC073585.1,0.841,0.835,0.8590000000000001,1.143
RPS4XP11,0.0,0.21,0.17,0.07
RIC3,0.0,0.021,0.0,0.006999999999999999
FNDC1-IT1,0.0,0.0,0.0,0.0
AC100774.1,0.0,0.0,0.0,0.0
AC006487.2,0.0,0.0,0.0,0.0
AC104966.1,0.0,0.0,0.0,0.0
HMGA1P2,58.864,72.51,54.566,50.398
CCDC197,0.083,0.0,0.0,0.0
PHF5CP,0.0,0.0,0.201,0.16699999999999998
HOXB7,16.006,13.148,24.169,23.397
FAU,154.94799999999998,145.851,161.753,170.071
LMCD1,2.71,2.675,6.784,5.266
AKT3-IT1,0.434,0.0,0.127,0.525
RN7SKP97,0.674,0.0,0.39299999999999996,0.652
AC024451.4,0.298,0.215,0.087,0.07200000000000001
PCDHGA12,0.727,0.758,0.794,0.838
AC011939.2,0.0,0.0,0.0,0.127
AC025219.1,0.0,0.0,0.0,0.0
AL583810.3,0.0,0.0,0.0,0.09300000000000001
AL160004.1,0.7040000000000001,0.33899999999999997,0.5479999999999999,0.738
ALPI,0.0,0.0,0.0,0.0
ADGRL2,16.957,17.113,25.096999999999998,24.13
SEC63,11.263,12.294,15.825999999999999,15.463
STON1,0.015,0.18899999999999997,0.149,0.081
AC002070.1,0.0,0.0,0.0,0.0
AC012313.2,0.19399999999999998,0.0,0.0,0.0
STOML3,0.0,0.0,0.0,0.0
RASGRP3,4.551,4.658,0.201,0.19699999999999998
AL031674.1,0.0,0.0,0.0,0.0
PDGFC,8.978,7.996,13.373,13.267999999999999
LINC01716,0.0,0.0,0.0,0.0
AC093752.1,1.328,0.61,0.975,0.846
PFKFB1,0.109,0.0,0.0,0.185
CYB5R1,6.414,6.272,6.934,7.457999999999999
AL158070.2,0.27699999999999997,0.0,0.0,0.0
AC011676.1,0.0,0.408,0.495,0.41
TMEM89,0.0,0.0,0.099,0.0
UBE2V1P11,0.0,0.0,0.0,0.0
SRP14P3,0.0,0.0,0.4,0.0
TNRC18P2,0.0,0.06,0.0,0.02
ANKRD36B,0.39799999999999996,0.215,0.377,0.304
MIR622,1.169,1.6880000000000002,2.046,0.848
CTNNAL1,10.845,8.506,11.36,12.277000000000001
PLA2G7,0.111,0.24,0.452,0.643
TFAP4,2.0540000000000003,2.265,2.605,2.627
NPM1P13,0.0,0.0,0.0,0.0
AC013356.2,0.0,0.0,0.0,0.0
AP002340.1,0.0,0.0,0.0,0.0
AC092128.1,0.0,0.0,0.0,0.0
AC114402.1,0.0,0.0,0.0,0.0
AL669831.5,0.061,0.08800000000000001,0.113,0.113
AC008972.1,0.0,0.253,0.102,0.33899999999999997
TRAV8-7,0.0,0.0,0.0,0.0
AC010203.1,0.479,1.614,1.025,0.8490000000000001
PPIAP80,0.0,0.0,0.0,0.111
ALS2CR12,0.17,0.12300000000000001,0.075,0.08199999999999999
KRT18P47,0.0,0.0,0.0,0.0
AC012464.1,0.0,0.3,0.0,0.0
GCH1,10.126,9.417,3.47,3.116
TMEM169,1.175,1.072,1.083,1.361
RN7SL580P,0.0,0.0,0.0,0.0
FMO2,0.0,0.0,0.0,0.0
LINC02356,0.0,0.0,0.0,0.0
COX6A2,0.0,0.0,0.0,0.0
RIOK3,23.473000000000003,21.854,18.527,17.863
AC034102.1,3.343,2.682,8.347999999999999,5.209
RP2,28.502,25.090999999999998,20.015,19.632
TEKT4,0.0,0.0,0.03,0.0
AC068025.1,0.0,0.425,0.172,0.57
AC104794.4,0.0,0.0,0.147,0.122
PTCHD1-AS,0.0,0.0,0.057999999999999996,0.0
RPL9P25,0.19399999999999998,0.14,0.452,0.32799999999999996
PRKCB,0.0,0.0,0.0,0.005
AC093838.1,0.0,0.0,0.0,0.0
RBM18,4.88,5.239,3.995,4.437
AC093424.1,0.0,0.0,0.0,0.0
MIR3659,0.0,0.0,0.0,0.0
