genes,H1299_polyA_S2-4h-A,H1299_polyA_S2-4h-B,H1299_polyA_mock-4h-A,H1299_polyA_mock-4h-B
HMGN1P16,0.0,0.262,0.0,0.0
AL445430.2,0.0,0.0,0.0,0.0
LINC01606,3.667,3.67,4.298,3.73
AGGF1P8,0.0,0.0,0.0,0.0
NPM1P37,0.307,0.467,0.24,0.226
AL390719.2,0.0,0.0,0.0,0.0
CGNL1,0.456,0.249,0.28300000000000003,0.319
LEAP2,0.578,0.648,0.37799999999999995,0.657
DYNC1I2P1,3.9019999999999997,5.13,3.846,4.8
USP26,0.0,0.0,0.0,0.0
RYR1,0.0,0.005,0.0,0.004
OR7E128P,0.0,0.0,0.0,0.0
RELL2,4.382,4.512,5.202000000000001,4.562
ATPSCKMT,2.658,3.1860000000000004,2.77,3.0660000000000003
RAD17P2,0.0,0.0,0.0,0.0
AC087501.3,0.0,0.0,0.0,0.0
SLC1A1,0.319,0.243,0.19399999999999998,0.23199999999999998
SLC17A7,0.13,0.18600000000000003,0.152,0.154
IGBP1-AS1,0.0,0.0,0.0,0.0
POU5F2,0.02,0.018000000000000002,0.008,0.0
OR12D2,0.0,0.045,0.0,0.0
AC119800.1,0.0,0.0,0.0,0.156
EFHD1,0.49200000000000005,0.7490000000000001,0.628,0.763
RNASEK-C17orf49,35.302,36.655,34.905,35.616
TNFAIP8,1.0270000000000001,1.03,1.045,1.0759999999999998
AC106820.4,0.122,0.106,0.05,0.047
KIRREL2,2.322,2.3930000000000002,2.276,2.258
RBM12B-AS1,0.0,0.455,0.107,0.10099999999999999
ATP5PBP2,0.0,0.0,0.0,0.0
AC015911.7,0.0,0.0,0.0,0.0
PRELID2P1,0.0,0.0,0.0,0.0
AP000688.1,0.226,0.0,0.162,0.102
UBE2V1P4,0.0,0.0,0.0,0.0
AC073140.1,0.0,0.0,0.0,0.0
AC104042.1,0.0,0.0,0.0,0.0
EWSR1,32.321,33.251,31.971,31.648000000000003
RN7SKP150,0.0,0.0,0.0,0.0
AL109828.1,0.0,0.0,0.0,0.0
C19orf84,0.0,0.0,0.0,0.0
LINC01077,0.0,0.0,0.0,0.0
RN7SL239P,0.0,0.0,0.0,0.0
MCHR1,0.0,0.0,0.0,0.0
MIR6814,1.045,1.061,1.0,0.94
RF00019,0.0,0.0,0.0,0.0
LINC02097,0.0,0.0,0.0,0.0
PPIAP1,0.098,0.0,0.141,0.133
HMGB3P27,0.0,0.0,0.125,0.0
AC106875.1,0.0,0.0,0.0,0.0
SDCCAG3P2,2.051,1.4509999999999998,2.463,2.3169999999999997
AC136475.3,0.0,0.0,0.0,0.0
RF02141,0.12,0.0,0.345,0.162
GUCA1B,0.8490000000000001,0.948,1.141,1.015
RAPGEF2,2.411,2.623,2.225,2.366
AL645941.2,0.0,0.061,0.057,0.0
RNU6-32P,0.0,0.0,0.0,0.0
AC145423.1,0.0,0.0,0.0,0.0
METTL2A,7.795,7.785,7.631,8.48
SHLD2P3,0.036000000000000004,0.027000000000000003,0.129,0.0
MARCKS,24.348000000000003,24.954,25.252,23.201
AP001646.3,0.0,0.0,0.0,0.0
CD99,4.529,4.553999999999999,4.005,4.499
FLNC,132.618,132.733,132.421,129.616
UBR1,4.801,4.9430000000000005,4.343,4.6419999999999995
RPS26P15,0.0,0.0,0.201,0.0
RARA-AS1,0.273,0.539,0.156,0.294
MTND3P10,0.0,0.0,0.0,0.0
C1orf159,4.746,4.427,4.694,4.374
KRTAP5-10,0.0,0.0,0.06,0.0
AL035413.1,0.0,0.0,0.0,0.0
CCDC162P,0.39,0.408,0.447,0.441
NPIPA9,0.064,0.08199999999999999,0.098,0.138
HIST1H3C,0.0,0.0,0.0,0.0
UPF3AP1,0.563,0.462,0.746,0.46799999999999997
PRKCQ,0.607,0.563,0.722,0.5589999999999999
ILVBL,13.873,13.457,14.382,14.36
Z82243.1,1.238,0.628,0.5920000000000001,0.278
RPS12P5,0.0,0.0,0.0,0.177
FO393401.2,0.0,0.0,0.0,0.0
AL358154.1,0.0,0.0,0.0,0.0
AL583810.1,0.09300000000000001,0.0,0.0,0.0
AC023509.1,158.482,159.09,158.321,154.752
RARB,0.66,0.763,0.5489999999999999,0.499
ACACA,13.700999999999999,13.34,14.63,14.277000000000001
DSC3,0.0,0.0,0.0,0.017
AC022079.2,0.517,0.39299999999999996,0.124,0.233
BLNK,0.0,0.0,0.0,0.0
DIO2-AS1,0.0,0.0,0.0,0.0
NANOGP8,0.0,0.0,0.0,0.0
CEACAM3,0.0,0.0,0.0,0.0
VOPP1,6.604,6.7,6.7620000000000005,6.557
C1orf226,0.326,0.353,0.29600000000000004,0.276
CDC42EP1,10.103,9.645,10.085,9.46
FUT6,0.0,0.0,0.0,0.0
AC016691.1,0.11800000000000001,0.0,0.0,0.0
AC073358.1,0.0,0.0,0.0,0.0
AC111200.2,0.0,0.0,0.0,0.0
ASCL3,0.0,0.0,0.0,0.0
AC011458.1,0.0,0.12,0.113,0.0
IGHV3-38,0.0,0.0,0.0,0.0
AL136501.1,0.0,0.0,0.0,0.0
NKAPD1,7.85,7.869,7.832000000000001,7.676
AC113355.1,0.0,0.0,0.0,0.0
RF00322,0.0,0.0,0.0,0.0
AC026462.5,0.0,0.0,0.0,0.0
AC114810.1,0.0,0.0,0.0,0.0
SNORD116-29,0.0,0.0,0.0,0.0
CHTF8,17.528,17.173,17.767,18.293
HIST1H2AB,0.49700000000000005,0.37799999999999995,0.0,0.168
SNORD88C,1.608,0.0,1.923,0.723
KRT43P,0.0,0.0,0.0,0.0
HORMAD2,0.0,0.0,0.0,0.0
AC120114.3,0.645,0.575,0.67,0.6
MIR4514,0.0,0.0,0.0,0.0
AL157756.1,0.0,0.0,0.0,0.021
CCDC151,1.31,0.8859999999999999,1.305,1.4
TRPM8,0.043,0.11199999999999999,0.044000000000000004,0.05
ARHGEF15,0.0,0.0,0.0,0.0
KRTAP4-9,0.16899999999999998,0.128,0.06,0.0
DYNLL1P7,0.0,0.0,0.0,0.0
AC084757.4,0.0,0.0,0.0,0.0
RPL4,189.329,190.083,185.87400000000002,186.88099999999997
AL033530.1,0.243,0.7929999999999999,0.374,0.21100000000000002
BCAR4,0.0,0.0,0.0,0.0
LRRC10B,0.0,0.033,0.0,0.0
LAMB1,12.487,12.470999999999998,13.093,12.103
NDUFAF8,37.856,36.204,39.254,36.038000000000004
RNU6-316P,0.0,0.0,0.654,0.0
MLLT11,1.892,2.405,1.821,1.535
NEXN-AS1,0.426,0.22699999999999998,0.244,0.23
ITGB1,120.522,121.249,113.98200000000001,117.463
AC006504.1,0.413,0.365,0.45799999999999996,0.395
AC019294.1,0.0,0.0,0.0,0.0
FTH1P1,0.092,0.14,0.0,0.124
RF00322,0.364,0.27699999999999997,0.261,0.491
GABPB1-IT1,0.8640000000000001,1.065,0.85,1.111
CR769767.2,0.0,0.0,0.0,0.07200000000000001
LINC00630,0.65,0.7829999999999999,0.841,0.767
AC012668.1,0.0,0.0,0.0,0.0
HNRNPH3,43.647,43.924,45.122,45.016000000000005
CNN1,0.292,0.079,0.12300000000000001,0.09300000000000001
ABCA2,1.085,0.774,1.1740000000000002,0.955
MYBPC1,0.0,0.0,0.0,0.0
PCDHA2,0.061,0.052000000000000005,0.066,0.07200000000000001
AL139317.5,0.0,0.0,0.0,0.0
AL627095.1,0.0,0.0,0.0,0.0
WAC-AS1,4.144,4.742,3.71,3.8480000000000003
ASIC1,2.021,1.732,2.254,2.12
THOC7-AS1,0.0,0.0,0.0,0.0
AC020907.6,0.0,0.0,0.0,0.0
RNU6-436P,0.0,0.0,0.0,0.0
AC117498.3,0.095,0.0,0.0,0.0
ACOT2,7.797999999999999,8.485,7.867999999999999,7.7170000000000005
AC115837.1,19.445999999999998,19.579,19.437,19.27
AL354696.2,0.19699999999999998,0.245,0.205,0.121
TAAR9,0.0,0.0,0.0,0.0
AC036111.3,0.0,0.0,0.0,0.0
AC119674.2,0.0,0.0,0.0,0.025
AL034397.3,0.0,0.0,0.0,0.0
OLIG3,0.0,0.0,0.0,0.0
LINC00847,1.227,1.206,1.125,1.104
MIR6812,1.525,0.0,1.64,2.057
NUDCD2,7.6979999999999995,7.972,7.794,7.4879999999999995
KCNJ4,0.0,0.0,0.0,0.0
CMTM3,14.466,15.071,12.707,12.311
WWP1P1,0.687,0.59,0.556,0.523
CTSL,33.929,35.957,34.012,34.303000000000004
AK6,19.035999999999998,18.941,18.511,19.858
SMG1,8.906,8.287,9.312999999999999,9.335
AL022324.4,0.051,0.039,0.0,0.0
SPRY2,6.226,6.192,6.666,6.412999999999999
FUK,1.3159999999999998,1.047,1.6740000000000002,1.2930000000000001
MIR4329,0.0,0.0,0.0,0.0
AC009495.3,0.0,0.0,0.0,0.0
GMPR2,13.335999999999999,12.604000000000001,14.421,13.763
AC092617.1,0.0,0.0,0.0,0.0
KCNS2,0.009000000000000001,0.013999999999999999,0.013000000000000001,0.012
AC012443.2,0.07400000000000001,0.14400000000000002,0.06,0.085
RF01955,16.465999999999998,15.466,17.206,24.045
SPATS2L,22.123,23.230999999999998,22.33,21.684
RPL35AP24,0.0,0.0,0.0,0.0
GBGT1,0.0,0.0,0.0,0.0
RBM5-AS1,0.0,0.0,0.0,0.0
CCNF,10.42,10.184,11.36,10.774000000000001
MIR1227,5.544,6.327000000000001,7.1579999999999995,6.359
ZHX1,19.176,19.797,18.143,18.397000000000002
AC138028.3,0.0,0.0,0.0,0.0
AP001207.2,0.0,0.0,0.0,0.0
TIGD3,0.505,0.622,0.828,0.584
SLC6A6P1,0.0,0.0,0.0,0.0
AC005695.1,0.0,0.0,0.0,0.0
IFITM4P,0.23199999999999998,0.0,0.5,0.0
ACTG1P15,0.046,0.0,0.0,0.0
DGUOK,34.67,35.92,31.988000000000003,33.346
RPSAP8,0.055,0.0,0.0,0.222
TMEM236,0.0,0.0,0.025,0.036000000000000004
PSG1,0.0,0.0,0.0,0.0
MATN3,0.263,0.094,0.155,0.16699999999999998
AC089983.2,0.0,0.0,0.0,0.0
MIR4426,36.009,41.244,39.994,36.051
RNU6-1111P,0.0,0.0,0.0,0.0
RBMXP1,0.040999999999999995,0.0,0.0,0.0
Z97634.1,0.128,0.065,0.031,0.14400000000000002
AL355001.2,1.8019999999999998,1.247,1.41,1.548
HSP90AB3P,20.97,21.728,20.871,20.662
FAM92A1P2,0.0,0.0,0.0,0.0
ODF3L1,0.0,0.0,0.0,0.0
TM4SF19,0.0,0.02,0.0,0.035
PCDHA4,0.06,0.068,0.066,0.096
CSAG4,0.6779999999999999,0.983,1.02,1.395
PDE3B,2.421,2.356,2.6489999999999996,2.588
AL359962.1,0.0,0.0,0.0,0.0
ENOX2,3.842,3.8,3.582,3.908
MTRNR2L1,0.0,0.048,0.0,0.0
KCNN1,0.049,0.037000000000000005,0.158,0.05
AC078819.1,6.632000000000001,7.084,8.142000000000001,6.196000000000001
LINC01925,0.0,0.0,0.0,0.0
SLC34A1,0.0,0.0,0.0,0.0
VPS54,9.019,9.513,9.482999999999999,9.669
KANK4,0.0,0.0,0.0,0.0
HNRNPCP9,0.0,0.0,0.0,0.0
LARP1P1,0.0,0.0,0.0,0.225
RN7SL293P,0.0,0.0,0.0,0.0
PAMR1,0.0,0.019,0.0,0.0
AL353586.1,0.0,0.0,0.0,0.0
CYP51A1,16.285,16.71,16.792,16.121
CAPRIN1,54.424,54.208,52.536,54.99
MTRNR2L9,0.0,0.0,0.0,0.0
AC004908.3,0.312,0.35600000000000004,0.11199999999999999,0.105
MIR559,0.0,0.0,0.0,0.0
RN7SKP24,0.0,0.0,0.0,0.0
OTOAP1,0.0,0.0,0.0,0.0
AP003059.2,0.0,0.07400000000000001,0.278,0.131
AC107393.1,0.353,0.536,0.405,0.0
TTC4P1,0.16899999999999998,0.449,0.242,0.569
AC002519.2,0.1,0.255,0.096,0.18100000000000002
YBX1P2,32.72,37.305,35.17,34.07
AL109628.2,0.031,0.047,0.0,0.0
CXorf67,0.0,0.0,0.0,0.0
ARFGEF2,19.041,19.365,18.395,18.753
AC092470.1,0.0,0.0,0.0,0.0
ZBTB12,6.712999999999999,6.097,6.682,6.847
AC104073.1,0.0,0.0,0.0,0.436
AC073522.1,0.0,0.0,0.0,0.0
AC109454.1,0.098,0.149,0.0,0.0
MIR6750,0.65,0.0,0.467,1.756
LINC00853,0.0,0.0,0.106,0.0
AD000813.1,0.17600000000000002,0.268,0.841,0.079
SNORA38B,0.0,0.0,0.0,0.0
MGA,7.832999999999999,7.684,7.974,8.097000000000001
LCN6,0.0,0.0,0.0,0.0
PPAN-P2RY11,24.206999999999997,24.323,23.671999999999997,23.787
AC233702.5,0.0,0.0,0.0,0.0
LINC01315,0.11599999999999999,0.059000000000000004,0.0,0.20800000000000002
C5orf51,3.884,3.86,3.577,4.32
PYHIN1,0.0,0.0,0.0,0.0
RPL39P3,6.88,9.042,5.832000000000001,5.486000000000001
AL121809.1,0.0,0.0,0.0,0.0
GLRA2,0.0,0.0,0.0,0.0
GLRX3,21.719,21.818,21.351,21.504
PIGU,11.380999999999998,10.374,10.945,11.341
GPR15,0.0,0.0,0.0,0.0
AC110285.3,0.0,0.0,0.0,0.0
AC126120.1,0.10400000000000001,0.0,0.0,0.0
RPS9P1,0.0,0.255,0.0,0.113
AC068533.1,0.0,0.0,0.0,0.0
AL591623.2,0.0,0.0,0.0,0.0
SMAD1,1.767,1.685,1.7069999999999999,1.912
RNF19A,8.787,8.918,8.48,8.402999999999999
PEX6,4.984,4.456,5.03,4.788
IGSF3,0.91,0.903,0.9079999999999999,0.774
NIT1,3.845,3.9530000000000003,4.095,4.338
CALM3,77.551,77.47800000000001,77.242,77.556
MIR1307,1.965,2.74,2.114,2.872
RN7SL452P,0.503,0.0,0.24100000000000002,0.0
RHEX,0.0,0.0,0.0,0.0
LINC01441,0.0,0.0,0.0,0.0
ATP6V0E1,48.802,46.047,46.978,45.948
AL121753.1,134.571,125.95299999999999,131.907,127.227
AL356019.1,0.0,0.0,0.094,0.17600000000000002
NLRP13,0.0,0.0,0.0,0.0
MELTF,6.597,6.271,6.829,6.478
AP000997.2,0.0,0.0,0.0,0.0
TBC1D3K,0.0,0.0,0.0,0.0
AC020558.1,0.23,0.175,0.494,1.084
CORO6,0.316,0.344,0.373,0.442
MTCYBP35,0.0,0.0,0.0,0.0
NRDE2,2.833,3.0010000000000003,2.998,3.017
LGSN,0.008,0.0,0.0,0.0
ESPNP,0.0,0.0,0.0,0.0
ALDH1A2,0.006,0.046,0.017,0.040999999999999995
VIRMA,15.037,15.095999999999998,14.640999999999998,15.232000000000001
CEBPZOS,8.398,8.814,8.443,8.796
AC145207.8,0.087,0.0,0.0,0.11699999999999999
KCNH5,0.35700000000000004,0.35,0.239,0.331
PMPCA,25.654,24.04,25.756,25.287
AL139274.2,0.071,0.09,0.085,0.11199999999999999
RGS19,22.204,21.47,20.344,20.743000000000002
AC068205.4,0.121,0.046,0.0,0.08199999999999999
AC139530.1,0.08900000000000001,0.0,0.0,0.12
CSTA,0.0,0.0,0.0,0.0
VPS37B,11.940999999999999,12.307,10.752,11.264000000000001
MIR887,0.0,0.0,0.0,0.0
SCHLAP1,0.0,0.0,0.0,0.0
RF02205,0.069,0.263,0.15,0.42200000000000004
AP000569.1,0.991,0.628,0.355,1.225
RPL29P14,0.456,0.434,0.0,0.9229999999999999
DHX40P1,0.10400000000000001,0.053,0.124,0.07
PTPN9,6.324,6.188,6.191,6.185
AC020978.1,0.114,0.0,0.0,0.0
AC105339.1,0.0,0.0,0.0,0.0
AC009487.1,0.0,0.0,0.0,0.0
WDR1,132.012,132.049,126.618,128.27200000000002
NDUFB4P3,0.0,0.0,0.0,0.0
MIR922,9.336,8.707,11.232999999999999,8.533999999999999
AC022145.2,0.0,0.0,0.0,0.0
ZIC1,0.765,0.74,0.9540000000000001,0.965
SNORA80D,0.361,0.0,0.0,0.0
DIP2A-IT1,0.684,0.434,0.16399999999999998,0.308
AL358334.3,0.091,0.139,0.131,0.12300000000000001
ARPC4,41.232,40.819,40.701,40.96
DCAF1,13.491,13.636,13.53,13.841
RPL21P44,0.0,0.157,0.0,0.0
LINC00886,0.894,0.68,0.604,0.723
MIR1206,0.0,0.0,1.186,0.0
MIR99B,0.6970000000000001,0.0,0.0,0.0
GLUD1P2,0.073,0.0,0.209,0.0
AP001831.1,0.0,0.0,0.0,0.0
SMN1,0.772,1.199,0.7909999999999999,0.787
CCDC63,0.022000000000000002,0.0,0.032,0.0
TESK1,6.367000000000001,6.311,5.834,6.483
AC108142.1,0.0,0.26,0.0,0.0
AL442647.1,0.0,0.0,0.0,0.0
FEZ1,0.204,0.215,0.18,0.162
MDP1,1.281,1.242,0.8540000000000001,1.052
CHST15,0.006999999999999999,0.011000000000000001,0.011000000000000001,0.01
SHARPIN,10.132,10.27,10.764000000000001,9.628
HAP1,0.008,0.012,0.0,0.011000000000000001
RNU6-120P,0.0,0.0,0.0,0.0
SLX1A,0.188,0.21100000000000002,0.298,0.214
AL031055.1,0.387,0.353,0.222,0.313
AC104306.1,0.0,0.0,0.0,0.0
AL139421.1,0.0,0.0,0.0,0.39
PEBP1P2,1.8359999999999999,2.129,2.885,3.5389999999999997
AC109635.5,0.0,0.0,0.0,0.0
AP001922.5,0.0,0.0,0.0,0.0
MIR1279,0.0,2.395,0.0,2.124
RN7SL297P,0.0,0.0,0.0,0.0
AL365440.2,0.0,0.0,0.0,0.0
PTGR2,2.575,2.417,2.71,2.6910000000000003
PZP,0.0,0.0,0.0,0.0
AC012409.3,0.0,0.0,0.0,0.0
AC104574.2,0.0,0.0,0.0,0.0
POLK,2.063,2.4130000000000003,2.229,2.234
IRX2,0.0,0.0,0.0,0.019
MIMT1,0.0,0.0,0.0,0.032
ACSM5,0.0,0.0,0.0,0.0
AL162413.1,0.0,0.0,0.0,0.0
AC110792.2,0.0,0.0,0.043,0.0
LMCD1-AS1,0.106,0.092,0.10800000000000001,0.102
MLLT1,36.849000000000004,36.986999999999995,41.406000000000006,38.229
Z85996.2,0.03,0.045,0.0,0.08
PPIAP85,0.0,0.0,0.0,0.0
TMEM14A,24.096999999999998,27.426,21.605999999999998,26.785999999999998
RN7SKP292,0.0,0.703,0.0,0.0
AC009238.3,0.674,0.0,0.32299999999999995,0.0
AP001187.1,0.0,0.18100000000000002,0.0,0.0
AC002116.1,13.620999999999999,13.764000000000001,14.215,14.419
AC079336.6,0.0,0.0,0.0,0.0
ATE1-AS1,0.042,0.317,0.11900000000000001,0.281
COX10-AS1,0.975,0.828,0.965,1.203
GTF2IP8,0.0,0.0,0.0,0.0
AC109446.3,0.152,0.23199999999999998,0.109,0.0
AC092813.2,0.0,0.0,0.0,0.0
TAS2R46,0.157,0.08,0.151,0.071
DDX39BP2,0.0,0.0,0.0,0.0
COPS2,15.946,15.963,15.468,15.715
TSC22D4,17.916,18.044,18.671,17.875999999999998
ZNF639,5.207999999999999,5.531000000000001,4.988,5.291
AC073508.2,5.332999999999999,5.6370000000000005,5.23,5.005
RPE65,0.0,0.0,0.0,0.0
MRRFP1,0.11699999999999999,0.222,0.084,0.039
AP000915.1,0.0,0.0,0.0,0.0
WDR24,5.7860000000000005,6.507000000000001,7.438,7.068
AL049836.1,0.0,0.0,0.0,0.0
AC011611.1,0.0,0.0,0.0,0.0
SLC12A6,3.44,3.219,3.668,3.4760000000000004
RF00019,0.0,0.0,0.0,0.0
AC008609.1,0.0,0.0,0.0,0.0
AC012645.1,0.14800000000000002,0.18,0.17,0.12
MCF2L-AS1,0.0,0.0,0.0,0.0
PRRG3,0.0,0.0,0.011000000000000001,0.01
AP000275.1,0.0,0.0,0.0,0.0
AC011410.1,0.0,0.0,0.0,0.0
AC069542.2,0.0,0.0,0.0,0.0
AC021549.1,0.113,0.171,0.0,0.152
HAUS8,6.472,7.3389999999999995,6.692,6.757999999999999
IDH2,2.947,2.823,2.935,2.9010000000000002
AC243829.5,0.0,0.0,0.0,0.0
DNASE1L1,3.341,2.929,2.947,3.011
PPIAP21,4.479,4.593999999999999,3.073,2.891
CENPBD1,9.693999999999999,9.801,8.988999999999999,9.767000000000001
LINC01011,0.599,0.621,0.772,0.773
AC079035.1,0.0,0.0,0.0,0.0
GAMT,5.928,6.3020000000000005,7.077999999999999,6.109
NOP10,168.72799999999998,164.69099999999997,159.30700000000002,174.327
PHF7,3.263,2.957,3.516,3.2880000000000003
AHCYP5,0.0,0.0,0.0,0.0
FAM206A,9.912,9.791,10.644,10.325
SOWAHA,0.091,0.069,0.065,0.12300000000000001
AC018607.1,0.07200000000000001,0.0,0.10400000000000001,0.0
ZDHHC8P1,0.22399999999999998,0.136,0.193,0.302
GPR52,0.0,0.0,0.0,0.0
RF00568,0.0,0.0,0.0,0.0
AC009312.1,0.0,0.0,0.0,0.0
AC092279.1,0.813,0.7959999999999999,0.831,0.977
SLC4A1APP1,1.135,2.096,1.976,2.187
NPIPB1P,0.0,0.0,0.0,0.0
ZNF204P,0.488,0.557,0.496,0.659
AC046130.1,0.0,0.0,0.0,0.0
RNU6-986P,0.0,0.0,0.0,0.0
AL450992.1,0.006,0.054000000000000006,0.017,0.016
HSD17B7,1.6440000000000001,1.569,1.626,1.3780000000000001
LETM1,41.601000000000006,42.545,43.431000000000004,40.811
AL590552.1,0.0,0.0,0.04,0.0
SNORA11,0.0,0.0,0.0,0.0
AC104237.3,0.0,0.0,0.0,0.0
KRT82,0.0,0.0,0.0,0.0
GARS-DT,0.489,0.48700000000000004,0.52,0.539
RF00019,0.483,0.735,0.693,0.652
ADAMDEC1,0.0,0.0,0.0,0.0
C1RL,0.529,0.40299999999999997,0.45,0.608
AC073072.2,0.28,0.42700000000000005,0.402,0.37799999999999995
TRAF4,7.479,7.403,7.515,7.184
AL158198.1,0.0,0.0,0.0,0.0
AC139530.3,31.64,30.456,32.409,31.495
RAB41,0.036000000000000004,0.0,0.0,0.0
AL133268.3,0.0,0.0,0.0,0.0
RNU6-531P,0.0,0.0,0.0,0.0
WRAP73,4.691,4.862,5.015,4.7860000000000005
TAAR3P,0.0,0.0,0.0,0.0
AP001029.1,1.162,0.884,1.666,1.176
AP000695.2,1.905,2.08,2.079,1.9
SLC9B1P4,0.0,0.0,0.0,0.0
LINC01481,0.155,0.23600000000000002,0.33399999999999996,0.262
TRBV6-5,0.0,0.0,0.0,0.0
TENM3-AS1,0.905,1.016,0.92,0.83
ZNF510,3.135,3.135,3.3510000000000004,2.9019999999999997
OR52I2,0.0,0.0,0.0,0.0
AP002495.1,0.04,0.03,0.067,0.063
FDFT1,23.685,24.113000000000003,24.605,24.701999999999998
DAZL,0.0,0.0,0.0,0.0
GATA2,0.985,0.9490000000000001,1.256,1.225
LINC00525,0.0,0.0,0.059000000000000004,0.055
SERPING1,0.10800000000000001,0.309,0.233,0.365
AC090643.1,0.0,0.024,0.0,0.0
PXMP2,7.891,6.975,6.6979999999999995,6.185
CDYL,12.758,12.937000000000001,12.411,12.526
RPS29P21,0.287,0.0,0.0,0.0
AC023385.1,0.0,0.0,0.0,0.0
SNRPCP2,1.746,1.5630000000000002,1.179,1.247
AC005181.1,0.0,0.0,0.0,0.0
OMD,0.0,0.0,0.0,0.0
AK5,4.9430000000000005,4.573,4.462,4.803999999999999
LRRC2,0.009000000000000001,0.0,0.0,0.0
HSPB1P2,0.536,0.408,0.256,0.723
AC010809.2,0.9620000000000001,0.732,0.726,1.093
AC022469.1,0.0,0.0,0.0,0.0
AL158801.4,0.213,0.162,0.152,0.14300000000000002
RNU1-124P,0.0,0.0,0.0,0.0
ARHGEF1,9.157,9.121,10.187000000000001,9.62
AC105118.1,0.09,0.0,0.129,0.121
AC010894.2,0.555,0.235,0.08800000000000001,0.166
AC006511.4,0.087,0.0,0.0,0.0
AC008267.6,0.46,0.888,0.924,0.49700000000000005
CFAP298,9.996,9.433,10.107999999999999,10.369000000000002
ASNSP4,0.0,0.0,0.0,0.0
AP006248.5,0.0,0.17600000000000002,0.0,0.0
DNAJC2,30.73,33.632,33.69,32.769
AC078850.2,0.0,0.0,0.0,0.0
SOX4,0.892,1.1420000000000001,1.1,0.99
RNA5SP115,0.0,0.0,0.654,0.0
AL139161.2,0.0,0.0,0.0,0.0
FAM89B,14.623,13.697000000000001,14.809000000000001,14.290999999999999
AL357673.1,0.5,0.648,0.655,0.583
LINC01440,0.0,0.0,0.0,0.0
AJ003147.3,0.044000000000000004,0.068,0.064,0.03
LECT2,0.0,0.0,0.0,0.0
AL353662.1,0.0,0.22699999999999998,0.0,0.201
AL929601.4,0.0,0.0,0.0,0.0
RPS27AP9,0.0,0.0,0.0,0.0
AC010273.1,0.20600000000000002,0.314,0.222,0.209
GUSBP1,0.441,0.546,0.354,0.535
LINC02313,0.0,0.0,0.0,0.0
MIR6739,1.301,1.98,1.4,1.317
OR11H2,0.0,0.0,0.0,0.0
FXYD6,0.0,0.0,0.0,0.0
TJP2,1.2570000000000001,1.248,1.161,1.252
SNORD88B,1.876,4.079,4.615,4.341
AC068587.6,0.0,0.16899999999999998,0.0,0.0
AC021491.4,0.0,0.028999999999999998,0.0,0.0
RN7SL837P,0.0,0.0,0.0,0.0
LINC00996,0.0,0.0,0.0,0.0
ASS1P12,0.0,0.0,0.0,0.0
SCARNA18,0.0,0.0,0.0,0.0
CEP68,2.444,2.488,2.467,2.39
TMCO5A,0.0,0.0,0.0,0.0
AP006259.1,0.0,0.0,0.125,0.0
TSPAN8,0.222,0.153,0.203,0.136
C9orf129,0.0,0.0,0.0,0.0
AC074351.1,0.0,0.154,0.0,0.0
BYSL,52.086000000000006,50.974,52.284,49.723
PATZ1,6.956,7.07,7.039,6.507000000000001
GJA3,1.666,1.652,1.544,1.5530000000000002
AC012668.2,0.0,0.0,0.0,0.0
AC011416.2,0.0,0.0,0.0,0.0
AC017104.2,0.0,0.0,0.0,0.0
LCOR,2.338,2.5340000000000003,2.3369999999999997,2.421
PANTR1,0.11599999999999999,0.0,0.0,0.0
CFTRP2,0.0,0.0,0.0,0.0
TRAM1,69.631,71.669,65.923,70.343
AC010998.1,0.0,0.0,0.0,0.0
EEF1A1P15,0.0,0.0,0.0,0.0
AC004854.1,0.0,0.0,0.201,0.0
B3GNT5,2.858,3.18,2.61,2.714
AC083923.1,0.0,0.0,0.0,0.0
ITPK1-AS1,0.0,0.0,0.0,0.0
MIR3678,0.0,0.0,0.0,0.0
AL022069.1,0.06,0.091,0.043,0.04
HPX,0.04,0.040999999999999995,0.019,0.018000000000000002
AC005943.1,67.767,64.533,66.566,65.92
AL513534.1,3.0180000000000002,2.296,5.051,3.3930000000000002
RNU6-1004P,0.0,0.0,0.0,0.0
AC012339.2,0.215,0.0,0.155,0.0
GSN,15.98,15.773,14.661,15.386
AC091588.1,0.0,0.0,0.0,0.0
XRCC6P5,0.027000000000000003,0.040999999999999995,0.0,0.0
AL050331.2,0.11599999999999999,0.0,0.166,0.0
AL133329.1,0.0,0.0,0.0,0.0
UBQLN4,18.137999999999998,18.999000000000002,20.092,17.797
AL354977.2,0.0,0.0,0.0,0.0
DUSP13,0.0,0.0,0.0,0.0
KLF3-AS1,0.051,0.061,0.087,0.055
NOTCH2,8.802999999999999,8.623,9.422,9.219
SMAD4,4.011,4.0760000000000005,3.898,3.803
LINC00551,0.0,0.0,0.0,0.0
TDRD7,3.2960000000000003,3.201,3.488,3.218
ZKSCAN7,0.11599999999999999,0.08800000000000001,0.15,0.11
DDX51,11.219000000000001,11.705,12.335,12.380999999999998
ANKRD55,0.0,0.0,0.0,0.0
AC018645.1,0.0,0.0,0.0,0.0
PDHX,13.922,13.722000000000001,13.421,14.392000000000001
OTUD6B,25.295,26.04,27.585,27.363000000000003
AC087477.1,0.0,0.0,0.0,0.0
TAF1,7.835,7.766,8.21,7.752999999999999
PMAIP1,12.355,13.12,12.526,13.373
